freq,psd_x,psd_y,psd_z,psd_xyz
0.0,6.949e+01,1.161e+03,1.285e+02,1.359e+03
1.6,3.277e+02,1.350e+03,5.130e+02,2.191e+03
3.1,3.840e+02,8.754e+02,6.080e+02,1.867e+03
4.7,3.920e+02,1.449e+03,5.999e+02,2.441e+03
6.2,3.773e+02,3.074e+03,6.464e+02,4.098e+03
7.8,3.621e+02,4.596e+03,6.398e+02,5.598e+03
9.4,3.610e+02,6.180e+03,6.294e+02,7.171e+03
10.9,3.634e+02,8.199e+03,6.750e+02,9.237e+03
12.5,3.821e+02,1.101e+04,6.730e+02,1.206e+04
14.1,3.700e+02,1.509e+04,6.685e+02,1.613e+04
15.6,3.804e+02,2.007e+04,7.159e+02,2.117e+04
17.2,3.916e+02,2.541e+04,7.204e+02,2.652e+04
18.7,3.806e+02,3.086e+04,7.119e+02,3.196e+04
20.3,3.776e+02,3.715e+04,6.675e+02,3.819e+04
21.9,3.952e+02,4.494e+04,7.546e+02,4.609e+04
23.4,3.826e+02,5.436e+04,7.764e+02,5.552e+04
25.0,3.802e+02,6.639e+04,7.612e+02,6.753e+04
26.6,3.886e+02,8.204e+04,7.632e+02,8.319e+04
28.1,3.914e+02,1.024e+05,8.101e+02,1.036e+05
29.7,4.026e+02,1.261e+05,8.199e+02,1.273e+05
31.2,4.564e+02,1.506e+05,9.689e+02,1.521e+05
32.8,5.162e+02,2.023e+05,1.230e+03,2.040e+05
34.4,5.415e+02,2.801e+05,1.521e+03,2.822e+05
35.9,6.671e+02,3.334e+05,1.661e+03,3.357e+05
37.5,8.376e+02,3.869e+05,1.547e+03,3.893e+05
39.0,8.676e+02,5.354e+05,1.269e+03,5.376e+05
40.6,1.057e+03,8.297e+05,1.195e+03,8.320e+05
42.2,1.097e+03,1.354e+06,2.145e+03,1.357e+06
43.7,9.608e+02,2.083e+06,4.735e+03,2.088e+06
45.3,1.106e+03,2.446e+06,8.238e+03,2.456e+06
46.9,1.100e+03,2.286e+06,1.132e+04,2.299e+06
48.4,1.097e+03,2.053e+06,1.176e+04,2.065e+06
50.0,1.208e+03,1.725e+06,8.608e+03,1.735e+06
51.5,1.463e+03,1.333e+06,4.635e+03,1.339e+06
53.1,1.691e+03,1.039e+06,2.183e+03,1.043e+06
54.7,1.422e+03,8.066e+05,1.484e+03,8.095e+05
56.2,1.120e+03,6.006e+05,2.180e+03,6.039e+05
57.8,1.227e+03,4.537e+05,2.224e+03,4.571e+05
59.4,1.494e+03,3.641e+05,2.932e+03,3.685e+05
60.9,2.115e+03,3.101e+05,2.945e+03,3.152e+05
62.5,2.317e+03,2.701e+05,2.063e+03,2.745e+05
64.0,1.558e+03,2.291e+05,1.675e+03,2.323e+05
65.6,1.027e+03,1.916e+05,2.875e+03,1.955e+05
67.2,1.415e+03,1.518e+05,7.696e+03,1.610e+05
68.7,2.461e+03,1.195e+05,1.646e+04,1.384e+05
70.3,4.526e+03,9.304e+04,3.246e+04,1.300e+05
71.8,7.114e+03,8.677e+04,5.870e+04,1.526e+05
73.4,9.413e+03,1.124e+05,8.180e+04,2.036e+05
75.0,1.376e+04,1.693e+05,9.293e+04,2.760e+05
76.5,2.069e+04,2.227e+05,8.210e+04,3.255e+05
78.1,2.734e+04,2.310e+05,6.624e+04,3.246e+05
79.7,2.937e+04,2.223e+05,6.092e+04,3.126e+05
81.2,2.971e+04,2.372e+05,6.005e+04,3.270e+05
82.8,2.548e+04,2.910e+05,6.216e+04,3.786e+05
84.3,1.780e+04,3.943e+05,6.903e+04,4.812e+05
85.9,1.217e+04,5.109e+05,7.710e+04,6.002e+05
87.5,8.209e+03,5.866e+05,8.105e+04,6.758e+05
89.0,5.244e+03,6.053e+05,8.198e+04,6.925e+05
90.6,3.926e+03,5.700e+05,7.609e+04,6.500e+05
92.2,3.401e+03,5.024e+05,6.443e+04,5.702e+05
93.7,3.349e+03,4.554e+05,5.862e+04,5.174e+05
95.3,4.109e+03,4.115e+05,5.711e+04,4.727e+05
96.8,4.502e+03,3.775e+05,5.780e+04,4.398e+05
98.4,5.071e+03,3.586e+05,6.120e+04,4.249e+05
100.0,5.550e+03,3.483e+05,6.146e+04,4.153e+05
101.5,5.913e+03,3.491e+05,6.529e+04,4.203e+05
103.1,6.998e+03,3.662e+05,7.543e+04,4.486e+05
104.6,7.562e+03,3.948e+05,8.801e+04,4.904e+05
106.2,7.350e+03,4.173e+05,9.731e+04,5.220e+05
107.8,7.920e+03,4.336e+05,1.013e+05,5.428e+05
109.3,1.019e+04,4.331e+05,9.746e+04,5.408e+05
110.9,1.283e+04,4.189e+05,8.951e+04,5.213e+05
112.5,1.398e+04,4.027e+05,8.282e+04,4.995e+05
114.0,1.489e+04,4.130e+05,8.312e+04,5.110e+05
115.6,1.522e+04,4.357e+05,8.795e+04,5.389e+05
117.1,1.510e+04,4.504e+05,9.244e+04,5.579e+05
118.7,1.509e+04,4.483e+05,9.004e+04,5.534e+05
120.3,1.523e+04,4.454e+05,8.590e+04,5.466e+05
121.8,1.534e+04,4.385e+05,8.182e+04,5.356e+05
123.4,1.419e+04,4.185e+05,7.591e+04,5.086e+05
125.0,1.195e+04,3.952e+05,7.000e+04,4.771e+05
