freq,psd_x,psd_y,psd_z,psd_xyz
0.0,9.461e+01,5.302e+02,1.419e+02,7.667e+02
1.6,3.478e+02,8.341e+02,4.625e+02,1.644e+03
3.2,4.041e+02,6.785e+02,4.197e+02,1.502e+03
4.8,4.257e+02,1.171e+03,4.165e+02,2.013e+03
6.4,4.591e+02,2.104e+03,4.440e+02,3.007e+03
8.1,4.627e+02,2.735e+03,4.389e+02,3.636e+03
9.7,4.590e+02,3.682e+03,4.284e+02,4.569e+03
11.3,3.714e+02,4.786e+03,4.468e+02,5.604e+03
12.9,4.182e+02,5.761e+03,4.303e+02,6.609e+03
14.5,4.616e+02,7.492e+03,4.335e+02,8.387e+03
16.1,4.803e+02,9.714e+03,4.655e+02,1.066e+04
17.7,4.834e+02,1.185e+04,4.579e+02,1.279e+04
19.3,4.702e+02,1.438e+04,4.590e+02,1.531e+04
20.9,4.706e+02,1.726e+04,4.637e+02,1.820e+04
22.5,4.737e+02,2.058e+04,4.785e+02,2.153e+04
24.2,5.148e+02,2.430e+04,5.145e+02,2.533e+04
25.8,4.943e+02,2.801e+04,4.855e+02,2.899e+04
27.4,4.728e+02,3.223e+04,4.942e+02,3.320e+04
29.0,4.890e+02,3.790e+04,5.250e+02,3.891e+04
30.6,4.955e+02,4.570e+04,6.268e+02,4.683e+04
32.2,4.671e+02,5.462e+04,7.414e+02,5.582e+04
33.8,4.506e+02,6.663e+04,9.203e+02,6.800e+04
35.4,5.537e+02,8.323e+04,1.400e+03,8.519e+04
37.0,7.416e+02,1.048e+05,2.014e+03,1.075e+05
38.6,1.499e+03,1.321e+05,2.715e+03,1.363e+05
40.3,4.523e+03,1.665e+05,4.574e+03,1.756e+05
41.9,9.190e+03,2.119e+05,7.873e+03,2.290e+05
43.5,1.301e+04,2.802e+05,1.243e+04,3.056e+05
45.1,1.760e+04,3.834e+05,2.070e+04,4.217e+05
46.7,2.513e+04,5.144e+05,3.625e+04,5.758e+05
48.3,3.055e+04,6.240e+05,5.261e+04,7.072e+05
49.9,3.222e+04,6.578e+05,6.216e+04,7.522e+05
51.5,3.141e+04,6.079e+05,6.254e+04,7.018e+05
53.1,3.054e+04,6.497e+05,6.941e+04,7.496e+05
54.7,2.963e+04,7.212e+05,8.336e+04,8.342e+05
56.4,2.595e+04,6.425e+05,7.324e+04,7.417e+05
58.0,1.827e+04,5.158e+05,5.973e+04,5.938e+05
59.6,1.146e+04,3.780e+05,5.514e+04,4.446e+05
61.2,9.048e+03,2.815e+05,5.108e+04,3.417e+05
62.8,8.661e+03,2.175e+05,4.719e+04,2.734e+05
64.4,8.116e+03,1.652e+05,4.322e+04,2.166e+05
66.0,7.667e+03,1.249e+05,3.862e+04,1.712e+05
67.6,7.768e+03,9.871e+04,3.621e+04,1.427e+05
69.2,8.091e+03,8.456e+04,3.458e+04,1.272e+05
70.8,8.643e+03,7.638e+04,3.184e+04,1.169e+05
