freq,psd_x,psd_y,psd_z,psd_xyz
0.0,5.012e+00,1.293e+01,3.329e+02,3.508e+02
1.5,1.566e+01,2.044e+01,2.040e+02,2.401e+02
3.1,1.648e+01,1.798e+01,3.742e+01,7.189e+01
4.6,1.664e+01,1.705e+01,3.745e+02,4.082e+02
6.2,1.806e+01,1.639e+01,1.289e+03,1.324e+03
7.7,1.766e+01,1.496e+01,1.896e+03,1.929e+03
9.3,1.693e+01,1.639e+01,2.760e+03,2.794e+03
10.8,1.536e+01,1.810e+01,3.825e+03,3.859e+03
12.4,1.650e+01,1.724e+01,5.154e+03,5.188e+03
13.9,1.683e+01,1.854e+01,7.003e+03,7.039e+03
15.5,1.650e+01,1.769e+01,9.420e+03,9.454e+03
17.0,1.756e+01,1.861e+01,1.185e+04,1.189e+04
18.5,1.765e+01,1.981e+01,1.428e+04,1.432e+04
20.1,1.783e+01,9.298e+01,1.699e+04,1.710e+04
21.6,1.859e+01,1.402e+02,1.984e+04,2.000e+04
23.2,1.961e+01,2.551e+01,2.287e+04,2.291e+04
24.7,2.038e+01,1.738e+01,2.695e+04,2.699e+04
26.3,2.197e+01,1.833e+01,3.264e+04,3.268e+04
27.8,2.355e+01,1.940e+01,4.005e+04,4.009e+04
29.4,2.274e+01,1.944e+01,4.904e+04,4.908e+04
30.9,2.385e+01,1.706e+01,6.079e+04,6.083e+04
32.5,2.293e+01,1.597e+01,7.629e+04,7.633e+04
34.0,2.448e+01,1.640e+01,9.726e+04,9.730e+04
35.5,3.058e+01,1.734e+01,1.268e+05,1.269e+05
37.1,3.479e+01,1.924e+01,1.695e+05,1.696e+05
38.6,4.039e+01,1.989e+01,2.259e+05,2.259e+05
40.2,4.949e+01,1.996e+01,3.264e+05,3.264e+05
41.7,6.583e+01,2.043e+01,5.100e+05,5.101e+05
43.3,8.140e+01,2.028e+01,7.339e+05,7.340e+05
44.8,8.391e+01,3.114e+01,8.537e+05,8.538e+05
46.4,6.528e+01,1.400e+02,6.728e+05,6.730e+05
47.9,5.131e+01,4.787e+02,4.884e+05,4.889e+05
