freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.051e+03,1.337e+02,1.099e+02,1.294e+03
1.6,8.091e+02,5.924e+02,5.222e+02,1.924e+03
3.1,3.505e+02,6.876e+02,6.003e+02,1.638e+03
4.7,9.696e+02,7.317e+02,5.878e+02,2.289e+03
6.3,2.471e+03,7.374e+02,5.843e+02,3.792e+03
7.8,3.862e+03,7.345e+02,6.024e+02,5.199e+03
9.4,5.394e+03,7.521e+02,6.110e+02,6.757e+03
10.9,7.341e+03,7.689e+02,5.942e+02,8.704e+03
12.5,9.586e+03,7.188e+02,5.812e+02,1.089e+04
14.1,1.201e+04,7.785e+02,6.150e+02,1.340e+04
15.6,1.486e+04,8.077e+02,6.283e+02,1.629e+04
17.2,1.813e+04,8.513e+02,6.158e+02,1.960e+04
18.8,2.182e+04,8.612e+02,6.130e+02,2.329e+04
20.3,2.592e+04,8.969e+02,6.351e+02,2.746e+04
21.9,3.060e+04,1.032e+03,6.528e+02,3.229e+04
23.5,3.771e+04,1.139e+03,5.923e+02,3.944e+04
25.0,4.490e+04,1.107e+03,6.151e+02,4.663e+04
26.6,5.157e+04,1.158e+03,6.355e+02,5.336e+04
28.1,5.748e+04,1.301e+03,6.212e+02,5.940e+04
29.7,6.429e+04,1.355e+03,5.740e+02,6.622e+04
31.3,7.346e+04,1.435e+03,6.142e+02,7.551e+04
32.8,8.545e+04,1.550e+03,5.913e+02,8.759e+04
34.4,1.028e+05,1.637e+03,5.589e+02,1.050e+05
36.0,1.195e+05,1.894e+03,5.918e+02,1.220e+05
37.5,1.243e+05,2.213e+03,6.252e+02,1.272e+05
39.1,1.247e+05,2.500e+03,6.680e+02,1.279e+05
40.7,1.368e+05,2.620e+03,6.350e+02,1.400e+05
42.2,1.592e+05,2.967e+03,6.445e+02,1.628e+05
43.8,1.819e+05,3.358e+03,6.642e+02,1.859e+05
45.3,2.042e+05,3.477e+03,6.860e+02,2.083e+05
46.9,2.326e+05,3.934e+03,6.555e+02,2.372e+05
48.5,2.691e+05,4.245e+03,6.793e+02,2.740e+05
50.0,3.169e+05,4.086e+03,7.326e+02,3.217e+05
51.6,3.737e+05,4.571e+03,7.790e+02,3.790e+05
53.2,4.428e+05,5.075e+03,7.079e+02,4.486e+05
54.7,5.203e+05,4.900e+03,6.491e+02,5.259e+05
56.3,6.171e+05,4.888e+03,6.332e+02,6.226e+05
57.9,7.609e+05,5.433e+03,7.676e+02,7.671e+05
59.4,9.601e+05,5.602e+03,9.453e+02,9.667e+05
61.0,1.220e+06,5.802e+03,1.039e+03,1.227e+06
62.5,1.569e+06,7.222e+03,2.163e+03,1.579e+06
64.1,2.162e+06,9.830e+03,4.599e+03,2.177e+06
65.7,2.948e+06,1.633e+04,5.577e+03,2.970e+06
67.2,3.282e+06,1.887e+04,2.977e+03,3.304e+06
68.8,3.122e+06,1.318e+04,3.708e+03,3.139e+06
70.4,2.631e+06,7.319e+03,8.072e+03,2.646e+06
71.9,2.104e+06,3.939e+03,1.168e+04,2.119e+06
73.5,1.683e+06,2.317e+03,1.277e+04,1.698e+06
75.1,1.431e+06,1.861e+03,2.456e+04,1.458e+06
76.6,1.337e+06,4.581e+03,5.162e+04,1.394e+06
78.2,1.307e+06,1.142e+04,7.696e+04,1.395e+06
79.7,1.387e+06,2.434e+04,1.014e+05,1.513e+06
81.3,1.592e+06,4.668e+04,1.250e+05,1.764e+06
82.9,1.968e+06,6.632e+04,1.272e+05,2.161e+06
84.4,2.387e+06,7.876e+04,1.125e+05,2.579e+06
86.0,2.566e+06,8.716e+04,9.034e+04,2.744e+06
87.6,2.359e+06,8.973e+04,7.547e+04,2.524e+06
