freq,psd_x,psd_y,psd_z,psd_xyz
0.0,7.044e+02,1.327e+02,1.783e+02,1.015e+03
1.4,1.024e+03,7.706e+02,8.539e+02,2.648e+03
2.9,9.906e+02,9.078e+02,8.884e+02,2.787e+03
4.3,1.025e+03,7.866e+02,7.909e+02,2.602e+03
5.8,1.632e+03,6.067e+02,6.989e+02,2.938e+03
7.2,2.279e+03,6.382e+02,7.207e+02,3.638e+03
8.6,2.895e+03,6.299e+02,6.126e+02,4.137e+03
10.1,3.919e+03,6.509e+02,5.932e+02,5.163e+03
11.5,5.025e+03,6.204e+02,5.727e+02,6.218e+03
13.0,6.318e+03,6.551e+02,5.636e+02,7.537e+03
14.4,7.712e+03,6.916e+02,5.708e+02,8.974e+03
15.8,9.209e+03,6.213e+02,5.665e+02,1.040e+04
17.3,1.090e+04,5.502e+02,5.289e+02,1.198e+04
18.7,1.347e+04,6.597e+02,5.398e+02,1.467e+04
20.2,1.595e+04,7.638e+02,5.500e+02,1.727e+04
21.6,1.846e+04,7.420e+02,5.536e+02,1.976e+04
23.0,2.152e+04,7.625e+02,6.264e+02,2.291e+04
24.5,2.489e+04,7.955e+02,6.641e+02,2.635e+04
25.9,2.872e+04,7.543e+02,6.546e+02,3.013e+04
27.4,3.312e+04,7.583e+02,5.966e+02,3.448e+04
28.8,3.819e+04,5.798e+02,5.455e+02,3.932e+04
30.2,4.446e+04,4.926e+02,5.234e+02,4.548e+04
31.7,5.168e+04,4.481e+02,4.872e+02,5.262e+04
33.1,6.091e+04,4.300e+02,4.852e+02,6.182e+04
34.6,7.199e+04,3.446e+02,3.816e+02,7.272e+04
36.0,8.323e+04,3.261e+02,3.912e+02,8.395e+04
37.4,9.537e+04,3.820e+02,4.610e+02,9.621e+04
38.9,1.148e+05,5.274e+02,7.351e+02,1.161e+05
40.3,1.402e+05,8.410e+02,1.378e+03,1.425e+05
41.8,1.680e+05,9.802e+02,1.914e+03,1.709e+05
43.2,2.123e+05,8.320e+02,1.960e+03,2.151e+05
44.6,2.793e+05,6.454e+02,1.901e+03,2.818e+05
46.1,3.684e+05,5.499e+02,2.410e+03,3.714e+05
47.5,4.633e+05,7.960e+02,4.391e+03,4.685e+05
48.9,5.031e+05,1.695e+03,6.135e+03,5.109e+05
50.4,5.294e+05,2.737e+03,6.201e+03,5.383e+05
51.8,6.410e+05,3.385e+03,5.278e+03,6.497e+05
53.3,9.096e+05,4.419e+03,6.461e+03,9.205e+05
54.7,1.298e+06,7.832e+03,2.013e+04,1.326e+06
56.1,1.869e+06,2.641e+04,6.263e+04,1.958e+06
57.6,2.556e+06,5.131e+04,1.057e+05,2.713e+06
59.0,3.018e+06,6.843e+04,1.178e+05,3.204e+06
60.5,2.961e+06,8.109e+04,1.112e+05,3.153e+06
61.9,2.489e+06,7.843e+04,9.189e+04,2.660e+06
63.3,1.919e+06,6.045e+04,7.034e+04,2.050e+06
64.8,1.463e+06,4.995e+04,5.500e+04,1.568e+06
66.2,1.142e+06,5.404e+04,4.726e+04,1.243e+06
67.7,9.683e+05,6.336e+04,3.901e+04,1.071e+06
69.1,8.295e+05,5.967e+04,2.828e+04,9.174e+05
70.5,6.890e+05,4.950e+04,2.157e+04,7.600e+05
72.0,5.645e+05,4.322e+04,1.807e+04,6.258e+05
73.4,4.618e+05,3.915e+04,1.507e+04,5.160e+05
74.9,3.845e+05,3.504e+04,1.191e+04,4.314e+05
76.3,3.408e+05,2.976e+04,1.085e+04,3.814e+05
77.7,2.994e+05,2.385e+04,1.091e+04,3.341e+05
79.2,2.595e+05,2.121e+04,1.033e+04,2.911e+05
80.6,2.371e+05,2.330e+04,9.886e+03,2.703e+05
82.1,2.208e+05,2.988e+04,9.556e+03,2.602e+05
83.5,2.040e+05,3.647e+04,9.465e+03,2.499e+05
84.9,1.868e+05,3.824e+04,8.314e+03,2.334e+05
86.4,1.745e+05,3.163e+04,5.287e+03,2.115e+05
87.8,1.634e+05,2.052e+04,2.534e+03,1.864e+05
89.3,1.521e+05,1.255e+04,1.217e+03,1.659e+05
90.7,1.435e+05,8.896e+03,6.855e+02,1.531e+05
92.1,1.339e+05,7.959e+03,6.166e+02,1.424e+05
93.6,1.207e+05,6.786e+03,5.922e+02,1.280e+05
95.0,1.068e+05,5.933e+03,5.509e+02,1.132e+05
96.5,9.305e+04,5.561e+03,5.235e+02,9.913e+04
97.9,7.935e+04,5.325e+03,4.770e+02,8.515e+04
99.3,6.994e+04,5.008e+03,4.450e+02,7.539e+04
100.8,6.205e+04,4.753e+03,3.962e+02,6.720e+04
102.2,5.162e+04,4.319e+03,4.534e+02,5.639e+04
103.7,4.394e+04,4.697e+03,4.855e+02,4.912e+04
105.1,4.187e+04,6.232e+03,5.443e+02,4.864e+04
106.5,4.569e+04,8.737e+03,7.430e+02,5.517e+04
108.0,5.098e+04,1.128e+04,1.080e+03,6.334e+04
109.4,6.003e+04,1.188e+04,1.330e+03,7.324e+04
110.9,7.791e+04,1.441e+04,1.558e+03,9.388e+04
112.3,9.566e+04,1.606e+04,2.055e+03,1.138e+05
113.7,1.155e+05,2.081e+04,3.602e+03,1.399e+05
115.2,1.420e+05,3.756e+04,8.103e+03,1.877e+05
116.6,1.600e+05,4.490e+04,1.290e+04,2.178e+05
118.1,1.777e+05,4.188e+04,1.388e+04,2.334e+05
119.5,1.957e+05,3.811e+04,1.339e+04,2.472e+05
120.9,2.132e+05,3.915e+04,1.560e+04,2.679e+05
122.4,2.334e+05,4.625e+04,1.951e+04,2.991e+05
123.8,2.522e+05,5.586e+04,2.227e+04,3.303e+05
125.3,2.580e+05,6.301e+04,2.160e+04,3.426e+05
126.7,2.587e+05,6.453e+04,1.962e+04,3.428e+05
128.1,2.585e+05,6.328e+04,1.875e+04,3.405e+05
129.6,2.512e+05,5.968e+04,1.766e+04,3.285e+05
131.0,2.276e+05,4.772e+04,2.041e+04,2.957e+05
132.5,1.630e+05,2.766e+04,2.342e+04,2.141e+05
