freq,psd_x,psd_y,psd_z,psd_xyz
0.0,8.813e+01,4.600e+02,1.064e+02,6.545e+02
1.6,3.943e+02,7.135e+02,3.703e+02,1.478e+03
3.1,4.549e+02,5.576e+02,4.823e+02,1.495e+03
4.7,4.765e+02,9.893e+02,4.733e+02,1.939e+03
6.2,5.357e+02,1.846e+03,4.008e+02,2.783e+03
7.8,5.062e+02,2.573e+03,4.265e+02,3.506e+03
9.3,4.473e+02,3.252e+03,4.189e+02,4.118e+03
10.9,4.495e+02,4.133e+03,4.216e+02,5.004e+03
12.5,4.500e+02,5.544e+03,4.350e+02,6.429e+03
14.0,4.507e+02,7.248e+03,4.208e+02,8.119e+03
15.6,4.844e+02,9.364e+03,5.023e+02,1.035e+04
17.1,5.156e+02,1.165e+04,4.968e+02,1.267e+04
18.7,4.863e+02,1.378e+04,4.629e+02,1.473e+04
20.3,5.159e+02,1.603e+04,4.714e+02,1.701e+04
21.8,5.246e+02,1.930e+04,5.396e+02,2.037e+04
23.4,5.063e+02,2.281e+04,5.311e+02,2.385e+04
24.9,5.306e+02,2.595e+04,5.444e+02,2.703e+04
26.5,4.926e+02,3.032e+04,6.204e+02,3.143e+04
28.0,5.364e+02,3.517e+04,7.329e+02,3.644e+04
29.6,6.035e+02,4.140e+04,7.541e+02,4.276e+04
31.2,6.155e+02,4.941e+04,8.698e+02,5.089e+04
32.7,6.070e+02,5.923e+04,1.106e+03,6.094e+04
34.3,6.099e+02,7.310e+04,1.372e+03,7.508e+04
35.8,7.133e+02,8.949e+04,1.653e+03,9.186e+04
37.4,8.687e+02,1.106e+05,2.017e+03,1.135e+05
38.9,1.490e+03,1.315e+05,2.722e+03,1.357e+05
40.5,2.893e+03,1.596e+05,3.824e+03,1.663e+05
42.1,5.906e+03,2.085e+05,6.615e+03,2.210e+05
43.6,1.107e+04,2.848e+05,1.176e+04,3.076e+05
45.2,1.880e+04,4.141e+05,2.032e+04,4.532e+05
46.7,2.362e+04,6.009e+05,3.058e+04,6.551e+05
48.3,2.397e+04,7.701e+05,3.978e+04,8.338e+05
49.8,2.189e+04,7.945e+05,4.570e+04,8.621e+05
51.4,1.990e+04,6.982e+05,4.607e+04,7.642e+05
53.0,1.764e+04,7.018e+05,5.082e+04,7.702e+05
54.5,1.629e+04,7.650e+05,6.234e+04,8.436e+05
56.1,1.821e+04,7.209e+05,6.693e+04,8.061e+05
57.6,1.264e+04,5.901e+05,5.963e+04,6.624e+05
59.2,9.699e+03,4.348e+05,5.640e+04,5.009e+05
60.8,1.231e+04,3.433e+05,5.348e+04,4.091e+05
62.3,1.325e+04,2.785e+05,4.748e+04,3.392e+05
63.9,1.200e+04,2.136e+05,3.998e+04,2.656e+05
65.4,9.768e+03,1.580e+05,3.306e+04,2.009e+05
67.0,7.521e+03,1.313e+05,2.981e+04,1.686e+05
68.5,6.299e+03,1.147e+05,2.864e+04,1.496e+05
70.1,5.895e+03,9.643e+04,2.703e+04,1.294e+05
71.7,5.226e+03,8.097e+04,2.528e+04,1.115e+05
73.2,5.388e+03,6.831e+04,2.468e+04,9.838e+04
74.8,6.225e+03,5.828e+04,2.444e+04,8.894e+04
76.3,7.004e+03,5.096e+04,2.335e+04,8.132e+04
77.9,7.128e+03,4.439e+04,2.224e+04,7.376e+04
79.4,6.904e+03,3.898e+04,2.089e+04,6.677e+04
81.0,6.597e+03,3.483e+04,1.911e+04,6.054e+04
82.6,6.697e+03,3.056e+04,1.696e+04,5.422e+04
84.1,6.232e+03,2.614e+04,1.433e+04,4.670e+04
85.7,5.186e+03,2.078e+04,1.193e+04,3.790e+04
87.2,3.924e+03,1.635e+04,9.502e+03,2.978e+04
