freq,psd_x,psd_y,psd_z,psd_xyz
0.0,5.860e+00,1.352e+01,4.881e+02,5.075e+02
1.5,1.579e+01,2.228e+01,2.940e+02,3.320e+02
3.0,1.730e+01,2.111e+01,3.250e+01,7.091e+01
4.4,1.666e+01,2.120e+01,2.755e+02,3.133e+02
5.9,1.664e+01,2.169e+01,1.154e+03,1.192e+03
7.4,1.927e+01,2.173e+01,1.739e+03,1.780e+03
8.9,1.659e+01,2.037e+01,2.460e+03,2.497e+03
10.4,1.506e+01,2.183e+01,3.422e+03,3.459e+03
11.8,1.632e+01,2.179e+01,4.616e+03,4.654e+03
13.3,1.688e+01,2.083e+01,6.125e+03,6.163e+03
14.8,1.670e+01,2.191e+01,8.081e+03,8.119e+03
16.3,1.724e+01,2.134e+01,1.061e+04,1.065e+04
17.8,1.835e+01,2.046e+01,1.308e+04,1.312e+04
19.2,1.897e+01,2.864e+01,1.524e+04,1.529e+04
20.7,1.954e+01,7.217e+01,1.785e+04,1.794e+04
22.2,1.923e+01,3.931e+01,2.081e+04,2.087e+04
23.7,1.887e+01,2.315e+01,2.416e+04,2.420e+04
25.2,1.946e+01,2.561e+01,2.861e+04,2.866e+04
26.6,1.994e+01,2.729e+01,3.469e+04,3.473e+04
28.1,2.083e+01,2.926e+01,4.223e+04,4.228e+04
29.6,1.955e+01,3.139e+01,5.161e+04,5.167e+04
31.1,2.037e+01,3.617e+01,6.344e+04,6.349e+04
32.6,2.133e+01,4.382e+01,7.924e+04,7.931e+04
34.0,2.391e+01,5.406e+01,9.984e+04,9.991e+04
35.5,2.913e+01,6.206e+01,1.274e+05,1.275e+05
37.0,3.280e+01,8.407e+01,1.681e+05,1.683e+05
38.5,4.085e+01,1.178e+02,2.298e+05,2.300e+05
40.0,5.337e+01,1.534e+02,3.309e+05,3.311e+05
41.5,9.020e+01,1.781e+02,5.337e+05,5.339e+05
42.9,1.582e+02,2.191e+02,9.986e+05,9.990e+05
44.4,2.096e+02,1.599e+02,1.690e+06,1.691e+06
45.9,1.562e+02,2.158e+02,1.887e+06,1.888e+06
47.4,1.344e+02,6.441e+02,1.550e+06,1.551e+06
48.9,1.695e+02,1.192e+03,1.138e+06,1.140e+06
50.3,1.869e+02,1.785e+03,8.327e+05,8.347e+05
51.8,1.844e+02,2.469e+03,6.429e+05,6.456e+05
53.3,1.984e+02,2.802e+03,5.154e+05,5.184e+05
54.8,2.382e+02,2.494e+03,4.329e+05,4.356e+05
56.3,2.626e+02,1.812e+03,3.836e+05,3.857e+05
57.7,2.835e+02,1.668e+03,3.509e+05,3.528e+05
59.2,1.749e+02,1.854e+03,3.218e+05,3.238e+05
60.7,1.056e+02,1.855e+03,2.876e+05,2.896e+05
62.2,1.274e+02,1.838e+03,2.537e+05,2.557e+05
63.7,1.737e+02,1.992e+03,2.239e+05,2.260e+05
65.1,1.857e+02,2.220e+03,2.009e+05,2.033e+05
66.6,2.013e+02,2.284e+03,1.816e+05,1.841e+05
68.1,1.805e+02,2.156e+03,1.671e+05,1.694e+05
69.6,1.402e+02,1.929e+03,1.586e+05,1.607e+05
71.1,1.382e+02,1.621e+03,1.532e+05,1.550e+05
72.5,1.173e+02,1.337e+03,1.492e+05,1.506e+05
74.0,8.705e+01,1.292e+03,1.502e+05,1.516e+05
75.5,9.974e+01,1.570e+03,1.523e+05,1.540e+05
77.0,1.768e+02,2.628e+03,1.503e+05,1.531e+05
78.5,2.667e+02,3.764e+03,1.441e+05,1.482e+05
79.9,2.762e+02,4.235e+03,1.356e+05,1.401e+05
81.4,2.692e+02,4.516e+03,1.293e+05,1.340e+05
82.9,3.125e+02,5.144e+03,1.204e+05,1.259e+05
84.4,3.581e+02,6.005e+03,1.064e+05,1.128e+05
85.9,5.019e+02,7.480e+03,9.053e+04,9.851e+04
87.3,5.811e+02,8.777e+03,7.808e+04,8.743e+04
88.8,5.319e+02,9.493e+03,7.071e+04,8.073e+04
90.3,6.361e+02,9.885e+03,6.567e+04,7.619e+04
91.8,8.914e+02,1.037e+04,6.423e+04,7.549e+04
93.3,1.210e+03,1.043e+04,6.620e+04,7.784e+04
94.7,1.293e+03,1.035e+04,6.719e+04,7.883e+04
96.2,1.292e+03,1.058e+04,6.845e+04,8.033e+04
97.7,1.533e+03,1.077e+04,7.413e+04,8.643e+04
99.2,1.944e+03,1.103e+04,7.874e+04,9.171e+04
100.7,2.407e+03,1.105e+04,7.940e+04,9.285e+04
102.1,2.918e+03,1.082e+04,7.637e+04,9.010e+04
103.6,3.585e+03,1.118e+04,7.564e+04,9.040e+04
105.1,4.096e+03,1.204e+04,7.544e+04,9.157e+04
106.6,4.277e+03,1.333e+04,7.683e+04,9.444e+04
108.1,4.023e+03,1.464e+04,7.742e+04,9.609e+04
109.6,3.906e+03,1.609e+04,7.808e+04,9.808e+04
111.0,3.917e+03,1.850e+04,8.192e+04,1.043e+05
112.5,3.785e+03,2.192e+04,8.783e+04,1.135e+05
114.0,3.650e+03,2.625e+04,9.490e+04,1.248e+05
115.5,3.281e+03,3.054e+04,9.958e+04,1.334e+05
117.0,2.845e+03,3.377e+04,1.003e+05,1.369e+05
118.4,2.446e+03,3.626e+04,9.998e+04,1.387e+05
119.9,2.140e+03,3.788e+04,9.719e+04,1.372e+05
121.4,1.735e+03,3.933e+04,9.314e+04,1.342e+05
122.9,9.983e+02,3.892e+04,8.555e+04,1.255e+05
124.4,4.447e+02,3.732e+04,7.643e+04,1.142e+05
125.8,2.543e+02,3.435e+04,6.487e+04,9.947e+04
127.3,2.797e+02,3.053e+04,5.339e+04,8.420e+04
