freq,psd_x,psd_y,psd_z,psd_xyz
0.0,9.117e+01,2.536e+02,7.459e+02,1.091e+03
1.6,4.459e+02,1.234e+03,1.508e+03,3.188e+03
3.3,4.878e+02,1.413e+03,1.564e+03,3.465e+03
4.9,5.126e+02,1.255e+03,1.641e+03,3.408e+03
6.6,5.510e+02,1.353e+03,2.261e+03,4.165e+03
8.2,5.103e+02,1.347e+03,3.288e+03,5.146e+03
9.8,5.232e+02,1.307e+03,4.135e+03,5.965e+03
11.5,5.121e+02,1.331e+03,5.402e+03,7.245e+03
13.1,4.771e+02,1.304e+03,6.758e+03,8.540e+03
14.7,5.103e+02,1.279e+03,9.036e+03,1.083e+04
16.4,5.085e+02,1.341e+03,1.222e+04,1.407e+04
18.0,5.227e+02,1.460e+03,1.533e+04,1.731e+04
19.7,5.600e+02,1.312e+03,1.785e+04,1.972e+04
21.3,5.374e+02,1.262e+03,2.129e+04,2.309e+04
22.9,5.073e+02,1.243e+03,2.563e+04,2.738e+04
24.6,5.769e+02,1.245e+03,3.143e+04,3.325e+04
26.2,5.360e+02,1.309e+03,3.875e+04,4.060e+04
27.8,5.085e+02,1.308e+03,4.702e+04,4.883e+04
29.5,5.504e+02,1.156e+03,5.806e+04,5.976e+04
31.1,5.494e+02,1.187e+03,7.292e+04,7.466e+04
32.8,5.683e+02,1.283e+03,9.278e+04,9.463e+04
34.4,6.125e+02,1.571e+03,1.169e+05,1.191e+05
36.0,5.962e+02,2.000e+03,1.328e+05,1.354e+05
37.7,6.167e+02,2.376e+03,1.613e+05,1.643e+05
39.3,5.600e+02,2.653e+03,2.223e+05,2.255e+05
40.9,5.424e+02,2.359e+03,3.235e+05,3.264e+05
42.6,6.093e+02,2.064e+03,5.353e+05,5.380e+05
44.2,8.568e+02,2.486e+03,8.166e+05,8.199e+05
45.9,1.472e+03,2.444e+03,9.568e+05,9.607e+05
47.5,1.788e+03,2.557e+03,1.080e+06,1.085e+06
49.1,2.419e+03,5.017e+03,1.267e+06,1.274e+06
50.8,2.652e+03,7.878e+03,1.339e+06,1.350e+06
52.4,2.622e+03,7.889e+03,1.146e+06,1.157e+06
54.0,2.125e+03,6.307e+03,8.376e+05,8.461e+05
55.7,1.706e+03,5.168e+03,5.592e+05,5.660e+05
57.3,2.078e+03,6.590e+03,4.171e+05,4.258e+05
59.0,2.119e+03,8.281e+03,3.360e+05,3.464e+05
60.6,1.626e+03,5.613e+03,2.850e+05,2.923e+05
62.2,1.374e+03,4.027e+03,2.350e+05,2.404e+05
63.9,1.362e+03,4.411e+03,1.892e+05,1.949e+05
65.5,1.553e+03,4.401e+03,1.573e+05,1.633e+05
67.2,1.711e+03,3.194e+03,1.301e+05,1.350e+05
68.8,1.869e+03,2.697e+03,1.015e+05,1.060e+05
70.4,2.242e+03,3.016e+03,7.796e+04,8.321e+04
72.1,2.734e+03,4.173e+03,6.445e+04,7.136e+04
73.7,3.136e+03,5.909e+03,5.959e+04,6.864e+04
75.3,3.686e+03,8.487e+03,6.930e+04,8.147e+04
77.0,4.466e+03,1.315e+04,1.017e+05,1.193e+05
78.6,5.047e+03,1.887e+04,1.470e+05,1.710e+05
80.3,5.680e+03,1.797e+04,1.691e+05,1.927e+05
81.9,4.848e+03,1.240e+04,1.624e+05,1.796e+05
83.5,3.811e+03,1.099e+04,1.515e+05,1.663e+05
85.2,2.925e+03,1.461e+04,1.499e+05,1.674e+05
86.8,2.227e+03,1.737e+04,1.517e+05,1.713e+05
88.4,1.831e+03,1.844e+04,1.528e+05,1.730e+05
90.1,1.733e+03,1.734e+04,1.546e+05,1.737e+05
91.7,1.452e+03,1.723e+04,1.621e+05,1.807e+05
93.4,1.118e+03,1.804e+04,1.741e+05,1.932e+05
95.0,9.041e+02,1.705e+04,1.755e+05,1.935e+05
96.6,7.299e+02,1.566e+04,1.699e+05,1.863e+05
98.3,7.822e+02,1.357e+04,1.591e+05,1.735e+05
99.9,9.799e+02,1.187e+04,1.429e+05,1.558e+05
101.5,9.617e+02,1.133e+04,1.274e+05,1.397e+05
103.2,9.666e+02,1.167e+04,1.202e+05,1.328e+05
104.8,9.267e+02,1.097e+04,1.130e+05,1.249e+05
106.5,7.928e+02,1.038e+04,1.032e+05,1.144e+05
108.1,7.298e+02,1.147e+04,9.066e+04,1.029e+05
109.7,7.114e+02,1.720e+04,9.236e+04,1.103e+05
111.4,1.095e+03,2.587e+04,1.208e+05,1.477e+05
113.0,2.379e+03,3.188e+04,1.532e+05,1.874e+05
114.7,3.540e+03,3.411e+04,1.763e+05,2.140e+05
116.3,3.831e+03,3.339e+04,1.884e+05,2.257e+05
