freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.907e+02,1.185e+02,3.522e+02,6.614e+02
1.6,3.593e+02,5.978e+02,4.267e+02,1.384e+03
3.2,3.235e+02,7.163e+02,3.485e+02,1.388e+03
4.8,3.304e+02,6.474e+02,9.277e+02,1.905e+03
6.4,3.239e+02,6.522e+02,1.917e+03,2.893e+03
8.1,3.099e+02,6.654e+02,2.621e+03,3.596e+03
9.7,3.007e+02,6.975e+02,3.574e+03,4.572e+03
11.3,3.276e+02,7.135e+02,4.909e+03,5.950e+03
12.9,3.422e+02,6.650e+02,6.809e+03,7.816e+03
14.5,3.328e+02,6.415e+02,8.924e+03,9.898e+03
16.1,3.161e+02,6.358e+02,1.161e+04,1.256e+04
17.7,3.218e+02,6.729e+02,1.508e+04,1.608e+04
19.3,3.293e+02,6.960e+02,1.849e+04,1.952e+04
20.9,3.425e+02,6.867e+02,2.256e+04,2.359e+04
22.5,3.668e+02,6.977e+02,2.775e+04,2.882e+04
24.2,4.139e+02,6.475e+02,3.447e+04,3.553e+04
25.8,5.129e+02,6.697e+02,4.417e+04,4.535e+04
27.4,8.319e+02,6.507e+02,5.891e+04,6.039e+04
29.0,1.828e+03,6.525e+02,8.030e+04,8.278e+04
30.6,3.882e+03,7.297e+02,1.061e+05,1.107e+05
32.2,8.851e+03,8.368e+02,1.344e+05,1.441e+05
33.8,2.388e+04,1.071e+03,1.674e+05,1.924e+05
35.4,5.959e+04,1.556e+03,1.963e+05,2.575e+05
37.0,1.045e+05,1.810e+03,1.801e+05,2.865e+05
38.6,1.344e+05,1.792e+03,1.227e+05,2.589e+05
40.3,1.420e+05,2.017e+03,7.851e+04,2.226e+05
41.9,1.436e+05,2.339e+03,7.453e+04,2.205e+05
43.5,1.590e+05,2.452e+03,1.066e+05,2.680e+05
45.1,1.962e+05,2.855e+03,1.765e+05,3.756e+05
46.7,3.018e+05,4.496e+03,3.485e+05,6.548e+05
48.3,4.745e+05,7.111e+03,6.938e+05,1.175e+06
49.9,5.237e+05,8.858e+03,9.421e+05,1.475e+06
51.5,3.761e+05,8.976e+03,7.993e+05,1.184e+06
53.1,2.584e+05,7.887e+03,5.893e+05,8.556e+05
54.8,2.033e+05,4.852e+03,4.509e+05,6.590e+05
56.4,1.575e+05,2.337e+03,3.399e+05,4.998e+05
58.0,1.275e+05,2.465e+03,2.730e+05,4.030e+05
59.6,1.021e+05,3.265e+03,2.187e+05,3.240e+05
61.2,8.518e+04,3.852e+03,1.771e+05,2.661e+05
62.8,7.481e+04,3.976e+03,1.501e+05,2.289e+05
64.4,6.273e+04,3.778e+03,1.194e+05,1.859e+05
66.0,5.226e+04,3.093e+03,9.341e+04,1.488e+05
67.6,4.677e+04,2.874e+03,7.678e+04,1.264e+05
69.2,4.519e+04,3.015e+03,6.604e+04,1.142e+05
70.9,4.336e+04,3.401e+03,5.984e+04,1.066e+05
72.5,3.990e+04,3.687e+03,5.655e+04,1.001e+05
74.1,3.694e+04,3.859e+03,5.581e+04,9.662e+04
75.7,3.407e+04,4.056e+03,5.488e+04,9.301e+04
77.3,3.204e+04,4.184e+03,5.242e+04,8.865e+04
78.9,3.037e+04,4.087e+03,4.748e+04,8.194e+04
80.5,2.783e+04,4.346e+03,4.744e+04,7.962e+04
82.1,2.493e+04,4.506e+03,4.889e+04,7.833e+04
83.7,2.209e+04,4.404e+03,5.095e+04,7.745e+04
85.3,1.926e+04,4.093e+03,5.158e+04,7.493e+04
87.0,1.563e+04,3.890e+03,5.362e+04,7.313e+04
88.6,1.135e+04,3.909e+03,6.014e+04,7.540e+04
90.2,7.810e+03,3.631e+03,6.422e+04,7.566e+04
91.8,5.289e+03,3.525e+03,6.280e+04,7.161e+04
93.4,3.916e+03,3.918e+03,5.897e+04,6.680e+04
95.0,3.029e+03,3.841e+03,5.377e+04,6.064e+04
96.6,2.365e+03,3.185e+03,4.828e+04,5.383e+04
98.2,1.943e+03,2.411e+03,4.085e+04,4.520e+04
99.8,1.793e+03,2.045e+03,3.733e+04,4.117e+04
101.5,1.706e+03,1.740e+03,3.517e+04,3.862e+04
103.1,1.384e+03,1.973e+03,3.208e+04,3.544e+04
104.7,1.313e+03,2.757e+03,3.089e+04,3.496e+04
106.3,1.457e+03,3.601e+03,3.051e+04,3.557e+04
107.9,1.375e+03,3.899e+03,3.147e+04,3.675e+04
109.5,1.201e+03,3.616e+03,3.549e+04,4.031e+04
111.1,1.656e+03,3.022e+03,4.065e+04,4.533e+04
112.7,3.090e+03,2.934e+03,5.073e+04,5.676e+04
114.3,5.026e+03,2.830e+03,6.499e+04,7.284e+04
115.9,6.094e+03,2.892e+03,6.691e+04,7.590e+04
117.6,6.132e+03,3.264e+03,6.298e+04,7.237e+04
119.2,5.633e+03,3.443e+03,5.686e+04,6.594e+04
120.8,4.998e+03,3.451e+03,5.125e+04,5.970e+04
122.4,5.021e+03,3.108e+03,4.789e+04,5.602e+04
124.0,4.828e+03,3.060e+03,4.400e+04,5.188e+04
125.6,4.703e+03,3.206e+03,4.019e+04,4.810e+04
127.2,4.542e+03,3.669e+03,3.699e+04,4.520e+04
128.8,4.732e+03,4.120e+03,3.500e+04,4.385e+04
130.4,4.568e+03,4.108e+03,3.131e+04,3.998e+04
132.1,3.740e+03,4.247e+03,2.378e+04,3.177e+04
133.7,2.190e+03,4.596e+03,7.457e+03,1.424e+04
135.3,1.518e+03,4.740e+03,1.150e+03,7.408e+03
136.9,1.413e+03,4.845e+03,1.097e+03,7.355e+03
138.5,1.312e+03,4.992e+03,1.314e+03,7.618e+03
140.1,1.157e+03,5.481e+03,1.422e+03,8.060e+03
141.7,1.345e+03,7.318e+03,1.617e+03,1.028e+04
143.3,1.667e+03,9.542e+03,2.204e+03,1.341e+04
144.9,1.656e+03,9.840e+03,2.672e+03,1.417e+04
146.5,1.869e+03,1.011e+04,2.949e+03,1.493e+04
148.2,2.213e+03,1.032e+04,3.364e+03,1.589e+04
149.8,2.223e+03,9.402e+03,3.537e+03,1.516e+04
151.4,2.312e+03,8.660e+03,3.375e+03,1.435e+04
153.0,2.483e+03,8.465e+03,2.936e+03,1.388e+04
154.6,2.304e+03,8.085e+03,2.867e+03,1.326e+04
156.2,2.140e+03,7.629e+03,2.970e+03,1.274e+04
157.8,1.950e+03,7.165e+03,3.174e+03,1.229e+04
159.4,1.619e+03,5.994e+03,3.271e+03,1.088e+04
161.0,1.252e+03,4.279e+03,3.315e+03,8.846e+03
162.6,9.673e+02,2.982e+03,2.973e+03,6.922e+03
164.3,8.283e+02,2.538e+03,2.891e+03,6.257e+03
165.9,9.934e+02,2.707e+03,3.750e+03,7.450e+03
167.5,1.089e+03,2.737e+03,4.190e+03,8.016e+03
169.1,1.002e+03,2.686e+03,3.964e+03,7.652e+03
170.7,1.133e+03,3.138e+03,3.917e+03,8.188e+03
172.3,1.359e+03,3.627e+03,4.095e+03,9.082e+03
173.9,1.436e+03,3.994e+03,4.027e+03,9.457e+03
175.5,1.626e+03,3.981e+03,3.993e+03,9.599e+03
177.1,1.871e+03,3.946e+03,3.992e+03,9.810e+03
178.8,2.006e+03,4.148e+03,4.580e+03,1.073e+04
180.4,2.118e+03,4.152e+03,4.761e+03,1.103e+04
182.0,2.224e+03,4.373e+03,4.697e+03,1.129e+04
183.6,2.210e+03,4.442e+03,4.554e+03,1.121e+04
185.2,2.240e+03,4.675e+03,4.319e+03,1.123e+04
186.8,1.995e+03,4.595e+03,3.887e+03,1.048e+04
188.4,1.839e+03,4.538e+03,3.407e+03,9.784e+03
190.0,1.760e+03,4.686e+03,3.037e+03,9.483e+03
191.6,1.792e+03,4.494e+03,3.346e+03,9.632e+03
193.2,1.693e+03,4.215e+03,4.217e+03,1.013e+04
194.9,1.557e+03,3.714e+03,4.689e+03,9.961e+03
196.5,1.494e+03,3.744e+03,4.500e+03,9.738e+03
198.1,1.387e+03,3.471e+03,4.652e+03,9.510e+03
199.7,1.285e+03,2.936e+03,4.976e+03,9.196e+03
