freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.525e+02,1.257e+03,6.630e+02,2.073e+03
1.6,5.359e+02,9.807e+02,7.635e+02,2.280e+03
3.2,5.596e+02,3.636e+02,5.203e+02,1.444e+03
4.8,5.938e+02,3.784e+02,8.132e+02,1.785e+03
6.3,5.259e+02,4.034e+02,1.752e+03,2.682e+03
7.9,5.362e+02,4.233e+02,2.683e+03,3.643e+03
9.5,5.936e+02,4.221e+02,3.679e+03,4.694e+03
11.1,5.802e+02,4.260e+02,4.800e+03,5.806e+03
12.7,6.016e+02,4.670e+02,6.372e+03,7.441e+03
14.3,6.840e+02,5.469e+02,8.248e+03,9.479e+03
15.9,6.562e+02,5.381e+02,1.080e+04,1.199e+04
17.4,5.520e+02,5.523e+02,1.391e+04,1.502e+04
19.0,5.802e+02,6.839e+02,1.777e+04,1.904e+04
20.6,6.324e+02,7.980e+02,2.216e+04,2.359e+04
22.2,6.324e+02,1.084e+03,2.706e+04,2.878e+04
23.8,5.994e+02,1.517e+03,3.315e+04,3.527e+04
25.4,5.695e+02,2.487e+03,4.243e+04,4.548e+04
27.0,6.692e+02,4.729e+03,5.473e+04,6.013e+04
28.5,8.037e+02,7.895e+03,6.985e+04,7.854e+04
30.1,8.875e+02,1.081e+04,8.906e+04,1.008e+05
31.7,1.118e+03,1.878e+04,1.190e+05,1.389e+05
33.3,1.959e+03,4.080e+04,1.639e+05,2.066e+05
34.9,2.753e+03,5.645e+04,1.820e+05,2.412e+05
36.5,2.277e+03,5.207e+04,1.871e+05,2.414e+05
38.1,2.747e+03,5.842e+04,2.465e+05,3.077e+05
39.6,5.580e+03,1.066e+05,3.846e+05,4.968e+05
41.2,1.593e+04,4.072e+05,7.350e+05,1.158e+06
42.8,3.952e+04,1.394e+06,1.211e+06,2.644e+06
44.4,4.727e+04,2.048e+06,1.087e+06,3.182e+06
46.0,3.635e+04,1.925e+06,7.362e+05,2.697e+06
47.6,3.314e+04,1.766e+06,5.922e+05,2.391e+06
49.1,5.701e+04,2.021e+06,6.748e+05,2.753e+06
50.7,9.279e+04,2.529e+06,7.660e+05,3.388e+06
52.3,1.279e+05,2.904e+06,7.295e+05,3.762e+06
53.9,1.558e+05,3.240e+06,6.869e+05,4.083e+06
55.5,1.608e+05,3.261e+06,6.054e+05,4.027e+06
57.1,1.680e+05,3.009e+06,5.271e+05,3.704e+06
58.7,1.709e+05,2.460e+06,4.462e+05,3.077e+06
60.2,1.795e+05,2.183e+06,3.860e+05,2.748e+06
61.8,1.796e+05,1.838e+06,3.525e+05,2.370e+06
63.4,1.764e+05,1.540e+06,3.244e+05,2.040e+06
65.0,1.548e+05,1.433e+06,2.899e+05,1.877e+06
66.6,1.152e+05,1.358e+06,2.381e+05,1.711e+06
68.2,1.016e+05,1.271e+06,2.048e+05,1.577e+06
69.8,8.762e+04,1.177e+06,1.821e+05,1.446e+06
71.3,7.288e+04,1.036e+06,1.684e+05,1.278e+06
72.9,6.740e+04,8.732e+05,1.612e+05,1.102e+06
74.5,5.225e+04,7.642e+05,1.541e+05,9.706e+05
76.1,3.481e+04,6.683e+05,1.521e+05,8.552e+05
77.7,2.274e+04,5.573e+05,1.423e+05,7.224e+05
79.3,1.579e+04,4.778e+05,1.222e+05,6.158e+05
80.9,1.014e+04,4.345e+05,1.143e+05,5.589e+05
82.4,6.826e+03,3.557e+05,1.027e+05,4.652e+05
84.0,6.330e+03,2.822e+05,8.907e+04,3.776e+05
85.6,1.391e+04,2.422e+05,8.469e+04,3.408e+05
87.2,2.432e+04,2.139e+05,8.006e+04,3.183e+05
88.8,2.565e+04,1.829e+05,7.274e+04,2.813e+05
90.4,1.978e+04,1.633e+05,7.135e+04,2.545e+05
92.0,1.684e+04,1.615e+05,7.054e+04,2.489e+05
93.5,1.964e+04,1.602e+05,6.766e+04,2.475e+05
95.1,2.527e+04,1.503e+05,6.755e+04,2.431e+05
