freq,psd_x,psd_y,psd_z,psd_xyz
0.0,3.238e+02,1.117e+01,8.158e+00,3.432e+02
1.5,1.900e+02,1.813e+01,2.380e+01,2.319e+02
3.1,2.365e+01,1.546e+01,2.499e+01,6.409e+01
4.6,3.337e+02,1.404e+01,2.586e+01,3.736e+02
6.2,1.188e+03,1.482e+01,2.748e+01,1.230e+03
7.7,1.854e+03,1.448e+01,2.670e+01,1.895e+03
9.3,2.503e+03,1.470e+01,2.623e+01,2.544e+03
10.8,3.307e+03,1.531e+01,2.607e+01,3.348e+03
12.4,4.216e+03,1.542e+01,2.445e+01,4.256e+03
13.9,5.254e+03,1.536e+01,2.623e+01,5.296e+03
15.5,6.339e+03,1.499e+01,2.792e+01,6.382e+03
17.0,7.540e+03,1.597e+01,2.687e+01,7.582e+03
18.6,8.898e+03,1.974e+01,2.603e+01,8.944e+03
20.1,1.057e+04,8.549e+01,3.017e+01,1.068e+04
21.7,1.301e+04,1.164e+02,3.456e+01,1.316e+04
23.2,1.614e+04,2.459e+01,2.662e+01,1.619e+04
24.8,1.945e+04,1.904e+01,2.809e+01,1.949e+04
26.3,2.256e+04,2.143e+01,2.656e+01,2.260e+04
27.9,2.534e+04,2.468e+01,2.588e+01,2.539e+04
29.4,2.785e+04,2.581e+01,2.543e+01,2.790e+04
31.0,3.087e+04,2.830e+01,2.536e+01,3.093e+04
32.5,3.572e+04,2.970e+01,2.641e+01,3.577e+04
34.1,4.154e+04,3.286e+01,2.865e+01,4.160e+04
35.6,4.720e+04,3.956e+01,2.937e+01,4.727e+04
37.1,5.312e+04,4.568e+01,2.811e+01,5.320e+04
38.7,5.937e+04,4.764e+01,2.513e+01,5.944e+04
40.2,6.667e+04,4.883e+01,2.754e+01,6.675e+04
41.8,7.642e+04,5.548e+01,3.081e+01,7.651e+04
43.3,8.752e+04,6.438e+01,3.218e+01,8.762e+04
44.9,9.968e+04,8.602e+01,3.415e+01,9.980e+04
46.4,1.149e+05,1.161e+02,3.874e+01,1.151e+05
48.0,1.355e+05,1.405e+02,4.842e+01,1.356e+05
49.5,1.606e+05,1.445e+02,7.301e+01,1.608e+05
51.1,1.862e+05,1.420e+02,1.116e+02,1.865e+05
52.6,2.135e+05,1.579e+02,1.821e+02,2.139e+05
54.2,2.284e+05,1.699e+02,2.550e+02,2.289e+05
55.7,2.361e+05,2.888e+02,1.954e+02,2.366e+05
57.3,2.711e+05,5.680e+02,1.281e+02,2.718e+05
58.8,2.942e+05,5.910e+02,2.764e+02,2.951e+05
60.4,3.086e+05,4.113e+02,3.921e+02,3.094e+05
61.9,3.660e+05,4.687e+02,4.863e+02,3.670e+05
63.5,4.747e+05,6.501e+02,6.056e+02,4.760e+05
65.0,6.498e+05,1.041e+03,8.321e+02,6.517e+05
66.6,8.395e+05,2.513e+03,8.363e+02,8.428e+05
68.1,9.186e+05,5.550e+03,5.085e+02,9.247e+05
69.7,8.552e+05,8.628e+03,5.318e+02,8.643e+05
71.2,8.161e+05,1.056e+04,1.777e+03,8.284e+05
72.7,7.913e+05,1.056e+04,3.951e+03,8.058e+05
74.3,7.485e+05,8.251e+03,5.897e+03,7.627e+05
75.8,6.925e+05,6.407e+03,5.956e+03,7.048e+05
77.4,6.605e+05,6.627e+03,5.247e+03,6.724e+05
78.9,6.253e+05,7.566e+03,4.260e+03,6.371e+05
80.5,5.596e+05,7.484e+03,2.797e+03,5.699e+05
82.0,4.830e+05,6.359e+03,2.042e+03,4.914e+05
83.6,3.879e+05,5.257e+03,2.020e+03,3.951e+05
85.1,2.991e+05,4.022e+03,2.024e+03,3.051e+05
