freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.154e+02,7.277e+01,2.370e+02,4.251e+02
1.6,3.540e+02,3.903e+02,4.454e+02,1.190e+03
3.1,3.956e+02,4.885e+02,4.403e+02,1.324e+03
4.7,3.997e+02,5.528e+02,8.595e+02,1.812e+03
6.2,4.070e+02,5.323e+02,1.777e+03,2.717e+03
7.8,4.081e+02,5.071e+02,2.440e+03,3.356e+03
9.3,4.327e+02,4.847e+02,3.362e+03,4.279e+03
10.9,4.528e+02,4.939e+02,4.668e+03,5.615e+03
12.5,4.134e+02,5.376e+02,6.569e+03,7.520e+03
14.0,4.081e+02,5.270e+02,8.682e+03,9.617e+03
15.6,4.181e+02,5.094e+02,1.113e+04,1.205e+04
17.1,4.437e+02,5.399e+02,1.399e+04,1.497e+04
18.7,4.707e+02,5.163e+02,1.685e+04,1.783e+04
20.2,4.438e+02,5.188e+02,2.069e+04,2.165e+04
21.8,4.575e+02,5.167e+02,2.444e+04,2.541e+04
23.4,4.704e+02,5.060e+02,2.888e+04,2.986e+04
24.9,4.714e+02,5.432e+02,3.554e+04,3.656e+04
26.5,5.586e+02,5.342e+02,4.426e+04,4.535e+04
28.0,7.411e+02,5.259e+02,5.604e+04,5.730e+04
29.6,1.142e+03,5.533e+02,7.112e+04,7.281e+04
31.1,1.856e+03,5.662e+02,8.883e+04,9.125e+04
32.7,4.033e+03,6.303e+02,1.167e+05,1.213e+05
34.3,1.338e+04,8.060e+02,1.562e+05,1.704e+05
35.8,4.156e+04,1.127e+03,2.048e+05,2.475e+05
37.4,7.790e+04,1.608e+03,2.052e+05,2.847e+05
38.9,9.106e+04,1.721e+03,1.272e+05,2.199e+05
40.5,8.447e+04,1.861e+03,6.025e+04,1.466e+05
42.0,7.389e+04,1.893e+03,3.283e+04,1.086e+05
43.6,6.192e+04,1.653e+03,2.537e+04,8.894e+04
45.2,4.920e+04,1.633e+03,2.437e+04,7.520e+04
46.7,3.920e+04,1.665e+03,2.748e+04,6.835e+04
48.3,3.326e+04,1.912e+03,2.724e+04,6.242e+04
49.8,3.241e+04,1.752e+03,2.574e+04,5.990e+04
51.4,3.660e+04,1.381e+03,3.328e+04,7.126e+04
52.9,4.533e+04,1.203e+03,5.069e+04,9.722e+04
54.5,5.111e+04,1.326e+03,6.686e+04,1.193e+05
56.1,5.183e+04,1.447e+03,7.781e+04,1.311e+05
57.6,5.192e+04,1.493e+03,8.494e+04,1.384e+05
59.2,4.854e+04,1.871e+03,8.382e+04,1.342e+05
60.7,4.328e+04,2.313e+03,7.892e+04,1.245e+05
62.3,3.896e+04,2.793e+03,7.654e+04,1.183e+05
63.8,3.553e+04,2.788e+03,7.205e+04,1.104e+05
65.4,3.086e+04,2.537e+03,6.303e+04,9.643e+04
67.0,2.725e+04,2.397e+03,5.608e+04,8.573e+04
68.5,2.469e+04,2.151e+03,5.282e+04,7.967e+04
70.1,2.325e+04,1.943e+03,5.013e+04,7.532e+04
71.6,2.128e+04,2.049e+03,4.777e+04,7.110e+04
73.2,2.047e+04,2.112e+03,5.114e+04,7.373e+04
74.7,1.955e+04,1.764e+03,5.499e+04,7.631e+04
76.3,1.812e+04,1.512e+03,5.834e+04,7.797e+04
77.9,1.733e+04,1.375e+03,6.144e+04,8.014e+04
79.4,1.749e+04,1.505e+03,6.349e+04,8.248e+04
81.0,1.698e+04,1.809e+03,6.309e+04,8.187e+04
82.5,1.579e+04,2.021e+03,6.252e+04,8.033e+04
84.1,1.494e+04,2.114e+03,6.326e+04,8.032e+04
85.6,1.291e+04,2.002e+03,6.321e+04,7.813e+04
87.2,9.771e+03,1.783e+03,6.455e+04,7.610e+04
88.8,7.350e+03,1.543e+03,6.704e+04,7.593e+04
90.3,5.283e+03,1.298e+03,6.982e+04,7.640e+04
91.9,4.209e+03,1.233e+03,7.173e+04,7.717e+04
93.4,3.256e+03,1.120e+03,7.445e+04,7.883e+04
95.0,2.274e+03,1.170e+03,7.415e+04,7.759e+04
96.5,1.694e+03,1.288e+03,7.209e+04,7.507e+04
98.1,1.659e+03,1.910e+03,6.640e+04,6.997e+04
99.7,1.598e+03,1.595e+03,6.167e+04,6.487e+04
101.2,1.854e+03,1.165e+03,6.049e+04,6.351e+04
102.8,2.005e+03,1.091e+03,6.069e+04,6.379e+04
104.3,2.181e+03,1.254e+03,5.981e+04,6.324e+04
105.9,2.720e+03,1.749e+03,5.846e+04,6.293e+04
107.5,3.392e+03,2.351e+03,5.754e+04,6.328e+04
109.0,4.169e+03,2.542e+03,5.609e+04,6.280e+04
110.6,5.534e+03,2.366e+03,5.533e+04,6.323e+04
112.1,7.979e+03,2.236e+03,5.739e+04,6.760e+04
113.7,1.136e+04,2.076e+03,6.315e+04,7.659e+04
115.2,1.331e+04,2.314e+03,6.806e+04,8.369e+04
116.8,1.349e+04,2.722e+03,6.621e+04,8.242e+04
118.4,1.326e+04,2.989e+03,6.310e+04,7.935e+04
119.9,1.370e+04,5.920e+03,6.550e+04,8.511e+04
121.5,1.247e+04,7.489e+03,6.496e+04,8.492e+04
123.0,8.669e+03,3.117e+03,5.349e+04,6.528e+04
124.6,7.593e+03,2.787e+03,4.932e+04,5.970e+04
126.1,6.837e+03,2.567e+03,4.721e+04,5.661e+04
127.7,6.530e+03,2.350e+03,4.818e+04,5.706e+04
129.3,6.479e+03,2.271e+03,4.564e+04,5.439e+04
130.8,5.469e+03,1.989e+03,3.938e+04,4.684e+04
132.4,3.723e+03,1.445e+03,2.741e+04,3.257e+04
133.9,1.242e+03,8.367e+02,6.690e+03,8.769e+03
