freq,psd_x,psd_y,psd_z,psd_xyz
0.0,6.769e+02,1.840e+02,2.760e+02,1.137e+03
1.5,1.035e+03,1.022e+03,1.448e+03,3.505e+03
3.0,7.772e+02,9.932e+02,1.379e+03,3.149e+03
4.5,9.869e+02,9.032e+02,9.982e+02,2.888e+03
6.0,1.772e+03,7.631e+02,9.356e+02,3.471e+03
7.5,2.517e+03,6.801e+02,8.581e+02,4.056e+03
9.1,3.440e+03,6.740e+02,7.678e+02,4.882e+03
10.6,4.091e+03,7.095e+02,8.161e+02,5.616e+03
12.1,5.086e+03,7.013e+02,8.070e+02,6.594e+03
13.6,6.199e+03,6.557e+02,7.912e+02,7.646e+03
15.1,7.850e+03,7.032e+02,8.967e+02,9.450e+03
16.6,9.659e+03,7.801e+02,1.003e+03,1.144e+04
18.1,1.143e+04,8.471e+02,1.172e+03,1.345e+04
19.6,1.387e+04,9.546e+02,1.319e+03,1.614e+04
21.1,1.586e+04,1.027e+03,1.306e+03,1.819e+04
22.6,1.742e+04,9.663e+02,1.217e+03,1.960e+04
24.2,2.059e+04,8.306e+02,1.036e+03,2.246e+04
25.7,2.406e+04,7.655e+02,9.558e+02,2.578e+04
27.2,2.694e+04,6.623e+02,8.527e+02,2.846e+04
28.7,3.079e+04,6.379e+02,7.675e+02,3.220e+04
30.2,3.503e+04,5.895e+02,7.094e+02,3.632e+04
31.7,4.002e+04,5.727e+02,6.884e+02,4.128e+04
33.2,4.636e+04,5.128e+02,6.369e+02,4.751e+04
34.7,5.436e+04,5.075e+02,6.304e+02,5.550e+04
36.2,6.282e+04,5.874e+02,6.976e+02,6.411e+04
37.7,7.236e+04,7.787e+02,7.896e+02,7.393e+04
39.2,8.213e+04,8.085e+02,8.929e+02,8.384e+04
40.8,9.063e+04,8.148e+02,1.179e+03,9.263e+04
42.3,1.020e+05,7.815e+02,1.237e+03,1.040e+05
43.8,1.173e+05,6.981e+02,1.198e+03,1.192e+05
45.3,1.366e+05,6.308e+02,1.400e+03,1.386e+05
46.8,1.601e+05,5.915e+02,1.685e+03,1.624e+05
48.3,1.899e+05,6.194e+02,2.198e+03,1.927e+05
49.8,2.287e+05,6.758e+02,3.057e+03,2.325e+05
51.3,2.614e+05,7.916e+02,3.875e+03,2.661e+05
52.8,2.737e+05,9.478e+02,4.240e+03,2.789e+05
54.3,2.917e+05,1.157e+03,4.242e+03,2.971e+05
55.9,3.329e+05,1.407e+03,3.638e+03,3.379e+05
57.4,3.768e+05,1.833e+03,4.132e+03,3.827e+05
58.9,4.129e+05,2.225e+03,5.228e+03,4.204e+05
60.4,4.855e+05,2.025e+03,6.247e+03,4.938e+05
61.9,5.912e+05,2.380e+03,1.106e+04,6.046e+05
63.4,7.062e+05,3.632e+03,2.046e+04,7.303e+05
64.9,8.721e+05,5.012e+03,2.675e+04,9.038e+05
66.4,1.095e+06,6.702e+03,2.548e+04,1.127e+06
67.9,1.505e+06,8.096e+03,2.193e+04,1.535e+06
69.4,2.199e+06,7.329e+03,1.922e+04,2.225e+06
70.9,2.595e+06,4.710e+03,2.073e+04,2.620e+06
72.5,2.425e+06,2.948e+03,2.117e+04,2.449e+06
74.0,2.252e+06,2.349e+03,1.881e+04,2.273e+06
75.5,1.985e+06,1.708e+03,1.480e+04,2.002e+06
77.0,1.639e+06,1.326e+03,1.023e+04,1.651e+06
78.5,1.350e+06,1.248e+03,6.571e+03,1.358e+06
80.0,1.101e+06,1.289e+03,4.516e+03,1.107e+06
81.5,8.688e+05,1.284e+03,3.514e+03,8.736e+05
83.0,6.591e+05,1.335e+03,2.305e+03,6.628e+05
84.5,4.862e+05,1.305e+03,1.709e+03,4.893e+05
86.0,3.531e+05,1.394e+03,1.512e+03,3.560e+05
87.6,2.538e+05,1.450e+03,1.738e+03,2.570e+05
89.1,1.860e+05,1.659e+03,2.282e+03,1.900e+05
90.6,1.390e+05,1.940e+03,2.993e+03,1.440e+05
92.1,1.108e+05,2.555e+03,4.175e+03,1.175e+05
93.6,9.589e+04,3.591e+03,5.545e+03,1.050e+05
95.1,9.169e+04,4.921e+03,6.583e+03,1.032e+05
96.6,1.060e+05,6.913e+03,7.838e+03,1.207e+05
98.1,1.444e+05,8.672e+03,9.859e+03,1.629e+05
99.6,2.157e+05,1.049e+04,1.193e+04,2.381e+05
101.1,2.779e+05,1.114e+04,1.129e+04,3.003e+05
102.6,2.865e+05,8.381e+03,8.556e+03,3.034e+05
104.2,2.839e+05,5.594e+03,6.400e+03,2.959e+05
105.7,2.882e+05,3.645e+03,4.017e+03,2.958e+05
107.2,2.870e+05,2.771e+03,2.343e+03,2.921e+05
108.7,2.845e+05,3.304e+03,1.448e+03,2.892e+05
110.2,2.866e+05,4.606e+03,1.478e+03,2.927e+05
111.7,3.010e+05,6.366e+03,1.866e+03,3.092e+05
113.2,3.168e+05,8.547e+03,2.578e+03,3.279e+05
114.7,3.133e+05,1.023e+04,3.408e+03,3.270e+05
116.2,2.809e+05,9.546e+03,3.364e+03,2.938e+05
117.7,2.690e+05,1.053e+04,3.042e+03,2.826e+05
119.3,2.592e+05,1.271e+04,4.311e+03,2.762e+05
120.8,2.592e+05,1.705e+04,6.335e+03,2.826e+05
122.3,2.715e+05,2.174e+04,8.199e+03,3.014e+05
123.8,2.720e+05,2.219e+04,8.350e+03,3.025e+05
125.3,2.450e+05,2.096e+04,8.090e+03,2.740e+05
126.8,2.127e+05,2.182e+04,1.035e+04,2.449e+05
128.3,2.049e+05,1.971e+04,1.003e+04,2.347e+05
129.8,2.056e+05,1.326e+04,6.787e+03,2.256e+05
131.3,1.876e+05,8.967e+03,3.791e+03,2.004e+05
132.8,1.055e+05,5.630e+03,1.887e+03,1.130e+05
134.3,1.669e+04,1.647e+03,1.028e+03,1.937e+04
135.9,5.768e+03,1.118e+03,9.032e+02,7.789e+03
137.4,5.542e+03,1.052e+03,7.958e+02,7.389e+03
138.9,5.446e+03,1.009e+03,7.275e+02,7.182e+03
140.4,5.287e+03,9.837e+02,6.861e+02,6.957e+03
141.9,5.542e+03,1.124e+03,7.664e+02,7.432e+03
143.4,6.373e+03,1.265e+03,9.164e+02,8.555e+03
144.9,7.806e+03,1.537e+03,9.294e+02,1.027e+04
146.4,7.809e+03,1.446e+03,7.777e+02,1.003e+04
147.9,8.440e+03,1.590e+03,7.265e+02,1.076e+04
149.4,9.170e+03,1.691e+03,7.493e+02,1.161e+04
151.0,8.601e+03,1.729e+03,7.982e+02,1.113e+04
152.5,7.908e+03,1.753e+03,7.697e+02,1.043e+04
154.0,7.603e+03,1.605e+03,7.301e+02,9.939e+03
155.5,7.871e+03,1.724e+03,7.418e+02,1.034e+04
157.0,8.556e+03,2.084e+03,7.964e+02,1.144e+04
158.5,8.773e+03,2.410e+03,9.087e+02,1.209e+04
160.0,8.228e+03,2.347e+03,1.035e+03,1.161e+04
161.5,8.039e+03,2.387e+03,1.143e+03,1.157e+04
163.0,8.873e+03,2.665e+03,1.263e+03,1.280e+04
164.5,9.320e+03,2.942e+03,1.404e+03,1.367e+04
166.0,9.074e+03,2.885e+03,1.243e+03,1.320e+04
167.6,9.299e+03,3.012e+03,1.139e+03,1.345e+04
169.1,9.673e+03,3.099e+03,1.137e+03,1.391e+04
170.6,9.673e+03,3.373e+03,9.737e+02,1.402e+04
172.1,9.616e+03,3.559e+03,8.834e+02,1.406e+04
173.6,1.018e+04,3.875e+03,8.610e+02,1.492e+04
175.1,1.141e+04,4.326e+03,8.301e+02,1.657e+04
176.6,1.157e+04,4.290e+03,8.493e+02,1.671e+04
178.1,1.107e+04,4.304e+03,8.365e+02,1.621e+04
179.6,1.052e+04,4.149e+03,8.607e+02,1.553e+04
181.1,1.047e+04,4.157e+03,8.705e+02,1.550e+04
182.7,1.149e+04,4.928e+03,8.679e+02,1.729e+04
184.2,1.207e+04,5.225e+03,8.486e+02,1.815e+04
185.7,1.263e+04,5.422e+03,9.455e+02,1.900e+04
187.2,1.337e+04,6.393e+03,9.670e+02,2.073e+04
188.7,1.397e+04,7.030e+03,9.338e+02,2.194e+04
190.2,1.581e+04,7.752e+03,9.193e+02,2.449e+04
191.7,1.673e+04,8.602e+03,9.833e+02,2.631e+04
193.2,1.643e+04,9.508e+03,1.050e+03,2.699e+04
194.7,1.665e+04,1.017e+04,1.099e+03,2.792e+04
196.2,1.765e+04,1.089e+04,1.192e+03,2.973e+04
197.7,1.987e+04,1.229e+04,1.248e+03,3.340e+04
199.3,2.288e+04,1.513e+04,1.437e+03,3.945e+04
