freq,psd_x,psd_y,psd_z,psd_xyz
0.0,4.449e+01,1.492e+02,7.885e+02,9.822e+02
1.4,1.958e+02,2.556e+02,6.040e+02,1.055e+03
2.9,2.203e+02,2.288e+02,2.171e+02,6.662e+02
4.3,1.955e+02,2.314e+02,4.382e+02,8.651e+02
5.8,2.033e+02,2.127e+02,1.290e+03,1.706e+03
7.2,2.288e+02,2.236e+02,1.898e+03,2.350e+03
8.6,2.669e+02,2.621e+02,2.660e+03,3.190e+03
10.1,2.874e+02,2.796e+02,3.546e+03,4.113e+03
11.5,2.875e+02,2.866e+02,4.757e+03,5.331e+03
13.0,3.257e+02,3.524e+02,6.839e+03,7.517e+03
14.4,3.675e+02,4.141e+02,8.967e+03,9.749e+03
15.8,4.035e+02,4.780e+02,1.142e+04,1.230e+04
17.3,3.781e+02,5.143e+02,1.439e+04,1.528e+04
18.7,3.571e+02,5.225e+02,1.851e+04,1.939e+04
20.1,3.899e+02,6.391e+02,2.308e+04,2.411e+04
21.6,4.112e+02,7.755e+02,2.532e+04,2.650e+04
23.0,3.608e+02,8.187e+02,2.815e+04,2.933e+04
24.5,3.193e+02,8.143e+02,3.525e+04,3.638e+04
25.9,2.929e+02,9.841e+02,4.480e+04,4.608e+04
27.3,2.872e+02,1.325e+03,5.727e+04,5.889e+04
28.8,3.266e+02,1.912e+03,7.588e+04,7.812e+04
30.2,3.082e+02,2.357e+03,9.595e+04,9.862e+04
31.7,3.050e+02,3.153e+03,1.207e+05,1.241e+05
33.1,3.197e+02,4.820e+03,1.643e+05,1.695e+05
34.5,3.032e+02,8.159e+03,2.383e+05,2.468e+05
36.0,3.314e+02,1.518e+04,3.701e+05,3.856e+05
37.4,4.430e+02,3.338e+04,6.678e+05,7.016e+05
38.9,5.107e+02,9.598e+04,1.563e+06,1.659e+06
40.3,7.828e+02,2.084e+05,2.876e+06,3.085e+06
41.7,1.126e+03,2.403e+05,2.805e+06,3.047e+06
43.2,7.487e+02,2.083e+05,2.026e+06,2.235e+06
