freq,psd_x,psd_y,psd_z,psd_xyz
0.0,9.532e+01,4.390e+02,9.432e+01,6.286e+02
1.6,3.374e+02,5.901e+02,3.571e+02,1.285e+03
3.1,3.676e+02,4.582e+02,3.919e+02,1.218e+03
4.7,3.825e+02,8.658e+02,3.943e+02,1.643e+03
6.3,4.028e+02,1.750e+03,4.044e+02,2.558e+03
7.8,3.883e+02,2.353e+03,3.764e+02,3.118e+03
9.4,4.138e+02,3.517e+03,3.803e+02,4.311e+03
11.0,4.120e+02,4.402e+03,4.140e+02,5.228e+03
12.5,3.888e+02,5.517e+03,4.198e+02,6.326e+03
14.1,4.105e+02,7.367e+03,4.079e+02,8.185e+03
15.7,3.914e+02,9.202e+03,4.216e+02,1.001e+04
17.3,4.270e+02,1.163e+04,4.208e+02,1.248e+04
18.8,4.407e+02,1.426e+04,4.360e+02,1.514e+04
20.4,4.143e+02,1.675e+04,4.908e+02,1.765e+04
22.0,4.256e+02,1.944e+04,4.844e+02,2.035e+04
23.5,4.838e+02,2.291e+04,4.956e+02,2.389e+04
25.1,5.383e+02,2.695e+04,5.416e+02,2.803e+04
26.7,5.174e+02,3.094e+04,6.188e+02,3.208e+04
28.2,5.016e+02,3.624e+04,7.114e+02,3.746e+04
29.8,5.163e+02,4.266e+04,8.335e+02,4.401e+04
31.4,5.791e+02,5.128e+04,1.021e+03,5.288e+04
32.9,6.208e+02,6.182e+04,1.228e+03,6.366e+04
34.5,6.948e+02,7.649e+04,1.515e+03,7.870e+04
36.1,8.382e+02,9.284e+04,1.950e+03,9.563e+04
37.6,1.460e+03,1.109e+05,2.368e+03,1.147e+05
39.2,3.179e+03,1.385e+05,3.439e+03,1.452e+05
40.8,6.140e+03,1.787e+05,5.897e+03,1.907e+05
42.3,1.007e+04,2.362e+05,9.596e+03,2.559e+05
43.9,1.551e+04,3.263e+05,1.551e+04,3.573e+05
45.5,2.241e+04,4.682e+05,2.490e+04,5.155e+05
47.0,3.059e+04,6.627e+05,3.859e+04,7.319e+05
48.6,3.471e+04,7.955e+05,5.013e+04,8.803e+05
50.2,3.133e+04,7.503e+05,5.227e+04,8.339e+05
51.8,2.534e+04,6.677e+05,4.950e+04,7.425e+05
53.3,2.309e+04,7.206e+05,5.710e+04,8.008e+05
54.9,2.416e+04,7.784e+05,7.190e+04,8.744e+05
56.5,2.575e+04,7.150e+05,7.307e+04,8.138e+05
58.0,1.882e+04,5.853e+05,5.978e+04,6.639e+05
59.6,1.205e+04,4.299e+05,5.180e+04,4.938e+05
61.2,9.646e+03,3.268e+05,4.602e+04,3.825e+05
62.7,8.767e+03,2.572e+05,4.367e+04,3.096e+05
64.3,8.030e+03,2.228e+05,4.159e+04,2.724e+05
65.9,6.976e+03,1.821e+05,3.753e+04,2.266e+05
67.4,5.862e+03,1.392e+05,3.426e+04,1.793e+05
69.0,5.755e+03,1.074e+05,3.200e+04,1.452e+05
70.6,5.401e+03,8.817e+04,2.853e+04,1.221e+05
72.1,4.637e+03,7.430e+04,2.602e+04,1.050e+05
73.7,4.875e+03,6.463e+04,2.678e+04,9.629e+04
75.3,5.490e+03,5.832e+04,2.708e+04,9.089e+04
76.8,5.801e+03,5.130e+04,2.716e+04,8.426e+04
78.4,5.529e+03,4.520e+04,2.663e+04,7.736e+04
80.0,5.249e+03,4.087e+04,2.657e+04,7.269e+04
81.5,5.500e+03,3.652e+04,2.588e+04,6.789e+04
83.1,5.744e+03,3.218e+04,2.324e+04,6.116e+04
84.7,5.747e+03,2.748e+04,1.919e+04,5.241e+04
86.3,5.639e+03,2.315e+04,1.597e+04,4.476e+04
87.8,5.558e+03,1.956e+04,1.330e+04,3.841e+04
89.4,5.515e+03,1.657e+04,1.189e+04,3.397e+04
91.0,5.406e+03,1.338e+04,1.164e+04,3.043e+04
92.5,5.484e+03,1.099e+04,1.129e+04,2.776e+04
94.1,5.247e+03,8.957e+03,1.085e+04,2.506e+04
95.7,5.057e+03,7.350e+03,1.035e+04,2.276e+04
97.2,5.486e+03,7.044e+03,9.998e+03,2.253e+04
98.8,5.897e+03,7.701e+03,9.793e+03,2.339e+04
100.4,5.631e+03,7.166e+03,9.721e+03,2.252e+04
101.9,5.421e+03,7.636e+03,1.036e+04,2.342e+04
103.5,6.004e+03,9.339e+03,1.378e+04,2.913e+04
105.1,8.408e+03,1.183e+04,2.292e+04,4.316e+04
106.6,1.074e+04,1.182e+04,3.218e+04,5.474e+04
108.2,1.345e+04,1.318e+04,4.282e+04,6.944e+04
109.8,1.736e+04,1.640e+04,5.745e+04,9.121e+04
111.3,2.104e+04,2.099e+04,7.199e+04,1.140e+05
112.9,2.234e+04,2.263e+04,7.952e+04,1.245e+05
114.5,2.763e+04,3.221e+04,8.651e+04,1.464e+05
116.1,3.661e+04,4.591e+04,9.376e+04,1.763e+05
117.6,4.119e+04,5.206e+04,9.459e+04,1.878e+05
119.2,4.843e+04,7.032e+04,1.023e+05,2.211e+05
120.8,6.384e+04,1.085e+05,1.254e+05,2.978e+05
122.3,7.056e+04,1.293e+05,1.284e+05,3.283e+05
123.9,7.950e+04,1.667e+05,1.352e+05,3.814e+05
125.5,9.274e+04,2.082e+05,1.471e+05,4.481e+05
127.0,9.764e+04,2.252e+05,1.340e+05,4.569e+05
128.6,1.061e+05,2.477e+05,1.234e+05,4.772e+05
130.2,1.166e+05,2.830e+05,1.242e+05,5.238e+05
131.7,1.124e+05,2.794e+05,1.133e+05,5.051e+05
133.3,6.515e+04,1.673e+05,6.502e+04,2.975e+05
134.9,1.820e+04,4.482e+04,2.016e+04,8.318e+04
136.4,1.642e+04,3.973e+04,1.699e+04,7.314e+04
138.0,1.908e+04,4.752e+04,2.076e+04,8.736e+04
139.6,2.279e+04,5.761e+04,2.364e+04,1.040e+05
141.1,2.671e+04,7.029e+04,2.797e+04,1.250e+05
142.7,3.145e+04,8.624e+04,3.284e+04,1.505e+05
144.3,3.725e+04,1.035e+05,3.582e+04,1.766e+05
145.8,3.977e+04,1.185e+05,3.635e+04,1.947e+05
147.4,4.248e+04,1.263e+05,3.753e+04,2.063e+05
149.0,4.272e+04,1.313e+05,3.601e+04,2.100e+05
150.6,4.302e+04,1.357e+05,3.578e+04,2.145e+05
152.1,4.193e+04,1.370e+05,3.610e+04,2.150e+05
153.7,4.157e+04,1.376e+05,3.559e+04,2.147e+05
155.3,4.343e+04,1.432e+05,3.728e+04,2.239e+05
156.8,4.320e+04,1.434e+05,3.807e+04,2.247e+05
158.4,4.111e+04,1.370e+05,3.696e+04,2.151e+05
160.0,3.857e+04,1.283e+05,3.553e+04,2.024e+05
161.5,3.538e+04,1.175e+05,3.410e+04,1.869e+05
163.1,3.110e+04,1.012e+05,3.043e+04,1.627e+05
164.7,2.520e+04,8.003e+04,2.565e+04,1.309e+05
166.2,1.895e+04,5.982e+04,2.180e+04,1.006e+05
167.8,1.492e+04,4.429e+04,1.788e+04,7.709e+04
169.4,1.239e+04,3.569e+04,1.566e+04,6.374e+04
170.9,1.053e+04,3.055e+04,1.489e+04,5.596e+04
172.5,9.756e+03,2.687e+04,1.486e+04,5.148e+04
174.1,8.494e+03,2.267e+04,1.457e+04,4.573e+04
175.6,7.096e+03,1.907e+04,1.316e+04,3.932e+04
177.2,6.656e+03,1.690e+04,1.249e+04,3.605e+04
178.8,5.739e+03,1.345e+04,1.172e+04,3.090e+04
180.4,5.580e+03,1.289e+04,1.211e+04,3.058e+04
181.9,5.720e+03,1.353e+04,1.264e+04,3.189e+04
183.5,6.002e+03,1.438e+04,1.276e+04,3.314e+04
185.1,6.276e+03,1.519e+04,1.236e+04,3.383e+04
186.6,6.159e+03,1.530e+04,1.111e+04,3.257e+04
188.2,5.736e+03,1.544e+04,1.040e+04,3.157e+04
189.8,5.865e+03,1.623e+04,9.870e+03,3.196e+04
191.3,6.094e+03,1.707e+04,9.627e+03,3.279e+04
192.9,6.729e+03,2.001e+04,9.828e+03,3.657e+04
194.5,7.845e+03,2.468e+04,1.006e+04,4.259e+04
196.0,8.667e+03,2.815e+04,9.783e+03,4.660e+04
197.6,8.782e+03,2.963e+04,8.820e+03,4.723e+04
199.2,8.674e+03,2.978e+04,7.688e+03,4.615e+04
