freq,psd_x,psd_y,psd_z,psd_xyz
0.0,3.823e+02,1.728e+01,2.883e+01,4.284e+02
1.6,2.590e+02,7.510e+01,1.314e+02,4.655e+02
3.1,7.477e+01,9.296e+01,1.733e+02,3.410e+02
4.7,4.461e+02,1.008e+02,1.784e+02,7.253e+02
6.3,1.298e+03,9.753e+01,1.787e+02,1.574e+03
7.9,1.942e+03,9.879e+01,1.860e+02,2.227e+03
9.4,2.580e+03,8.658e+01,1.721e+02,2.838e+03
11.0,3.480e+03,8.913e+01,1.752e+02,3.745e+03
12.6,4.489e+03,9.679e+01,1.941e+02,4.780e+03
14.2,5.577e+03,1.003e+02,2.036e+02,5.881e+03
15.7,6.995e+03,1.011e+02,1.969e+02,7.293e+03
17.3,8.422e+03,9.365e+01,1.874e+02,8.703e+03
18.9,9.917e+03,9.627e+01,1.821e+02,1.020e+04
20.5,1.166e+04,1.277e+02,1.739e+02,1.196e+04
22.0,1.438e+04,1.174e+02,1.690e+02,1.467e+04
23.6,1.797e+04,1.047e+02,1.609e+02,1.824e+04
25.2,2.074e+04,1.083e+02,1.667e+02,2.101e+04
26.8,2.262e+04,1.234e+02,1.943e+02,2.294e+04
28.3,2.473e+04,1.095e+02,1.844e+02,2.503e+04
29.9,2.681e+04,9.769e+01,1.870e+02,2.710e+04
31.5,2.955e+04,9.632e+01,1.818e+02,2.983e+04
33.1,3.419e+04,1.100e+02,1.913e+02,3.449e+04
34.6,4.020e+04,1.032e+02,1.789e+02,4.048e+04
36.2,4.695e+04,1.131e+02,1.809e+02,4.724e+04
37.8,5.320e+04,1.351e+02,1.840e+02,5.352e+04
39.4,6.115e+04,1.345e+02,1.833e+02,6.146e+04
40.9,7.003e+04,1.407e+02,1.944e+02,7.037e+04
42.5,8.006e+04,1.582e+02,2.110e+02,8.043e+04
44.1,9.107e+04,1.686e+02,1.946e+02,9.143e+04
45.7,1.032e+05,1.883e+02,1.894e+02,1.036e+05
47.2,1.196e+05,1.964e+02,2.004e+02,1.200e+05
48.8,1.439e+05,1.949e+02,1.992e+02,1.443e+05
50.4,1.743e+05,1.980e+02,2.072e+02,1.747e+05
52.0,2.050e+05,2.150e+02,2.156e+02,2.054e+05
53.5,2.253e+05,2.414e+02,2.192e+02,2.257e+05
55.1,2.440e+05,3.235e+02,2.556e+02,2.446e+05
56.7,2.868e+05,5.610e+02,2.243e+02,2.876e+05
58.3,3.331e+05,8.681e+02,2.714e+02,3.343e+05
59.8,3.777e+05,9.419e+02,3.330e+02,3.790e+05
61.4,4.481e+05,1.078e+03,4.674e+02,4.496e+05
63.0,5.898e+05,1.152e+03,8.982e+02,5.918e+05
64.6,8.055e+05,1.347e+03,2.213e+03,8.091e+05
66.1,1.020e+06,2.573e+03,3.988e+03,1.027e+06
67.7,1.202e+06,5.727e+03,6.945e+03,1.214e+06
69.3,1.341e+06,9.990e+03,1.254e+04,1.363e+06
70.9,1.333e+06,1.099e+04,1.841e+04,1.363e+06
72.4,1.252e+06,9.404e+03,2.363e+04,1.285e+06
74.0,1.166e+06,6.253e+03,2.487e+04,1.197e+06
75.6,1.030e+06,3.982e+03,2.431e+04,1.058e+06
77.2,8.718e+05,3.569e+03,2.128e+04,8.967e+05
78.7,7.422e+05,4.046e+03,1.678e+04,7.631e+05
80.3,6.211e+05,4.409e+03,1.291e+04,6.385e+05
81.9,5.297e+05,3.888e+03,9.634e+03,5.432e+05
83.5,4.547e+05,3.033e+03,6.461e+03,4.642e+05
85.0,3.738e+05,2.332e+03,4.252e+03,3.804e+05
86.6,2.892e+05,1.988e+03,3.108e+03,2.943e+05
88.2,2.127e+05,1.782e+03,2.664e+03,2.172e+05
