freq,psd_x,psd_y,psd_z,psd_xyz
0.0,7.722e+02,1.645e+02,1.708e+02,1.107e+03
1.6,6.444e+02,7.714e+02,7.605e+02,2.176e+03
3.3,3.368e+02,8.479e+02,8.614e+02,2.046e+03
4.9,8.223e+02,9.351e+02,8.884e+02,2.646e+03
6.5,1.652e+03,8.500e+02,8.193e+02,3.321e+03
8.2,2.511e+03,8.293e+02,7.970e+02,4.138e+03
9.8,3.542e+03,9.150e+02,8.056e+02,5.262e+03
11.4,4.712e+03,9.449e+02,8.270e+02,6.483e+03
13.0,6.086e+03,9.015e+02,7.743e+02,7.762e+03
14.7,7.778e+03,8.865e+02,7.842e+02,9.449e+03
16.3,9.684e+03,8.998e+02,7.555e+02,1.134e+04
17.9,1.187e+04,8.764e+02,7.841e+02,1.353e+04
19.6,1.442e+04,8.116e+02,8.538e+02,1.608e+04
21.2,1.706e+04,7.715e+02,8.571e+02,1.868e+04
22.8,2.008e+04,8.422e+02,9.017e+02,2.182e+04
24.5,2.363e+04,9.680e+02,9.133e+02,2.551e+04
26.1,2.784e+04,9.197e+02,8.068e+02,2.957e+04
27.7,3.298e+04,8.869e+02,8.466e+02,3.472e+04
29.3,3.878e+04,8.899e+02,9.104e+02,4.058e+04
31.0,4.557e+04,8.476e+02,7.517e+02,4.717e+04
32.6,4.755e+04,8.720e+02,8.176e+02,4.924e+04
34.2,4.729e+04,8.385e+02,9.104e+02,4.904e+04
35.9,5.243e+04,8.157e+02,9.332e+02,5.417e+04
37.5,6.309e+04,8.388e+02,7.903e+02,6.472e+04
39.1,7.529e+04,8.705e+02,8.603e+02,7.702e+04
40.8,8.776e+04,8.870e+02,8.599e+02,8.951e+04
42.4,1.025e+05,8.881e+02,8.421e+02,1.043e+05
44.0,1.225e+05,9.437e+02,9.246e+02,1.244e+05
45.6,1.458e+05,9.300e+02,9.227e+02,1.476e+05
47.3,1.738e+05,8.945e+02,8.575e+02,1.756e+05
48.9,2.074e+05,9.014e+02,8.689e+02,2.091e+05
50.5,2.469e+05,8.728e+02,9.884e+02,2.488e+05
52.2,2.974e+05,9.464e+02,1.050e+03,2.993e+05
53.8,3.646e+05,9.835e+02,1.188e+03,3.667e+05
55.4,4.694e+05,1.172e+03,1.574e+03,4.722e+05
57.1,6.627e+05,2.219e+03,2.295e+03,6.672e+05
58.7,9.611e+05,4.478e+03,3.446e+03,9.691e+05
60.3,1.273e+06,5.133e+03,4.902e+03,1.283e+06
61.9,1.468e+06,3.839e+03,5.925e+03,1.478e+06
63.6,1.377e+06,3.242e+03,5.888e+03,1.386e+06
65.2,1.039e+06,3.184e+03,6.320e+03,1.049e+06
66.8,7.056e+05,3.911e+03,6.938e+03,7.165e+05
68.5,4.801e+05,5.252e+03,6.430e+03,4.918e+05
70.1,3.387e+05,7.239e+03,5.968e+03,3.520e+05
71.7,2.606e+05,1.019e+04,6.513e+03,2.773e+05
73.4,2.225e+05,1.690e+04,9.245e+03,2.486e+05
75.0,1.983e+05,2.019e+04,1.094e+04,2.294e+05
76.6,1.835e+05,2.049e+04,1.124e+04,2.152e+05
78.2,1.765e+05,2.403e+04,1.315e+04,2.137e+05
79.9,1.727e+05,2.489e+04,1.449e+04,2.121e+05
81.5,1.709e+05,2.196e+04,1.387e+04,2.068e+05
83.1,1.713e+05,1.740e+04,1.204e+04,2.008e+05
84.8,1.710e+05,1.256e+04,9.868e+03,1.934e+05
86.4,1.686e+05,1.084e+04,9.508e+03,1.890e+05
88.0,1.780e+05,1.003e+04,9.249e+03,1.973e+05
89.7,2.283e+05,8.753e+03,9.338e+03,2.464e+05
91.3,2.722e+05,8.843e+03,1.027e+04,2.914e+05
92.9,3.118e+05,1.024e+04,1.149e+04,3.335e+05
94.5,3.146e+05,1.363e+04,1.485e+04,3.430e+05
96.2,2.814e+05,1.790e+04,2.038e+04,3.197e+05
97.8,3.024e+05,1.826e+04,2.233e+04,3.430e+05
99.4,3.669e+05,1.460e+04,1.439e+04,3.959e+05
101.1,5.174e+05,1.284e+04,1.048e+04,5.408e+05
102.7,8.230e+05,1.303e+04,1.019e+04,8.462e+05
104.3,1.267e+06,1.588e+04,1.309e+04,1.296e+06
106.0,1.820e+06,1.775e+04,1.605e+04,1.854e+06
107.6,1.982e+06,1.984e+04,2.208e+04,2.024e+06
109.2,1.396e+06,1.641e+04,1.794e+04,1.431e+06
110.8,1.407e+06,1.234e+04,9.185e+03,1.429e+06
112.5,1.961e+06,1.818e+04,2.050e+04,2.000e+06
114.1,2.606e+06,2.850e+04,4.387e+04,2.678e+06
115.7,3.003e+06,3.345e+04,5.963e+04,3.096e+06
117.4,2.917e+06,3.348e+04,7.175e+04,3.022e+06
119.0,2.974e+06,3.623e+04,8.540e+04,3.096e+06
120.6,3.224e+06,3.946e+04,8.353e+04,3.347e+06
122.3,3.129e+06,3.934e+04,7.989e+04,3.248e+06
123.9,2.877e+06,3.716e+04,7.451e+04,2.989e+06
125.5,2.542e+06,3.299e+04,6.442e+04,2.639e+06
127.2,2.249e+06,2.897e+04,5.573e+04,2.333e+06
128.8,2.150e+06,2.683e+04,5.237e+04,2.229e+06
130.4,2.106e+06,2.660e+04,5.417e+04,2.187e+06
132.0,1.782e+06,2.269e+04,4.903e+04,1.853e+06
133.7,5.532e+05,7.846e+03,1.692e+04,5.780e+05
135.3,6.604e+04,2.058e+03,4.080e+03,7.217e+04
136.9,5.490e+04,1.831e+03,3.658e+03,6.039e+04
138.6,5.464e+04,1.826e+03,3.435e+03,5.990e+04
140.2,5.149e+04,1.860e+03,3.281e+03,5.663e+04
141.8,4.845e+04,1.864e+03,3.379e+03,5.369e+04
143.5,4.660e+04,1.894e+03,3.572e+03,5.206e+04
145.1,4.255e+04,1.962e+03,3.072e+03,4.759e+04
146.7,3.624e+04,2.063e+03,3.019e+03,4.132e+04
148.3,3.442e+04,2.129e+03,3.102e+03,3.965e+04
150.0,3.327e+04,2.221e+03,3.063e+03,3.855e+04
151.6,3.313e+04,2.215e+03,2.859e+03,3.820e+04
153.2,3.189e+04,2.423e+03,3.197e+03,3.751e+04
154.9,2.988e+04,2.634e+03,3.637e+03,3.615e+04
156.5,3.221e+04,2.923e+03,4.225e+03,3.936e+04
158.1,3.504e+04,3.013e+03,4.387e+03,4.244e+04
159.8,3.577e+04,3.159e+03,4.267e+03,4.319e+04
161.4,3.804e+04,3.359e+03,4.512e+03,4.591e+04
163.0,4.229e+04,3.467e+03,4.557e+03,5.032e+04
164.6,4.481e+04,3.324e+03,4.429e+03,5.256e+04
166.3,4.434e+04,2.848e+03,4.453e+03,5.164e+04
167.9,4.492e+04,2.990e+03,4.801e+03,5.271e+04
169.5,4.731e+04,3.453e+03,5.055e+03,5.582e+04
171.2,4.946e+04,3.891e+03,5.252e+03,5.861e+04
172.8,5.272e+04,4.049e+03,5.404e+03,6.217e+04
174.4,6.018e+04,4.565e+03,5.637e+03,7.038e+04
176.1,7.133e+04,5.461e+03,6.923e+03,8.371e+04
177.7,8.371e+04,7.500e+03,1.048e+04,1.017e+05
179.3,9.895e+04,8.660e+03,1.316e+04,1.208e+05
180.9,1.141e+05,8.925e+03,1.398e+04,1.370e+05
182.6,1.278e+05,9.025e+03,1.470e+04,1.515e+05
184.2,1.395e+05,9.127e+03,1.685e+04,1.655e+05
185.8,1.429e+05,9.530e+03,1.947e+04,1.719e+05
187.5,1.380e+05,9.341e+03,1.943e+04,1.668e+05
189.1,1.280e+05,8.592e+03,1.861e+04,1.552e+05
190.7,1.123e+05,7.766e+03,1.769e+04,1.377e+05
192.4,9.014e+04,7.559e+03,1.677e+04,1.145e+05
194.0,7.413e+04,7.336e+03,1.614e+04,9.760e+04
195.6,6.483e+04,6.658e+03,1.462e+04,8.610e+04
197.2,5.006e+04,6.541e+03,1.432e+04,7.092e+04
198.9,3.455e+04,6.540e+03,1.406e+04,5.516e+04
