freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.470e+02,7.560e+01,2.924e+02,5.150e+02
1.6,3.761e+02,3.834e+02,4.414e+02,1.201e+03
3.1,3.772e+02,4.396e+02,4.026e+02,1.219e+03
4.7,4.126e+02,4.450e+02,8.048e+02,1.662e+03
6.2,4.006e+02,4.583e+02,1.717e+03,2.576e+03
7.8,3.551e+02,4.798e+02,2.445e+03,3.280e+03
9.4,3.929e+02,4.887e+02,3.321e+03,4.203e+03
10.9,3.809e+02,4.547e+02,4.620e+03,5.456e+03
12.5,3.529e+02,4.655e+02,6.460e+03,7.279e+03
14.1,3.697e+02,4.660e+02,8.399e+03,9.235e+03
15.6,3.655e+02,4.711e+02,1.050e+04,1.133e+04
17.2,3.471e+02,4.708e+02,1.340e+04,1.422e+04
18.7,3.775e+02,4.680e+02,1.743e+04,1.828e+04
20.3,4.067e+02,4.820e+02,2.078e+04,2.166e+04
21.9,3.997e+02,4.769e+02,2.429e+04,2.517e+04
23.4,3.893e+02,4.942e+02,2.874e+04,2.963e+04
25.0,4.320e+02,5.051e+02,3.597e+04,3.691e+04
26.6,5.612e+02,4.745e+02,4.630e+04,4.734e+04
28.1,8.734e+02,5.029e+02,6.067e+04,6.205e+04
29.7,1.521e+03,5.296e+02,7.734e+04,7.939e+04
31.2,2.647e+03,5.443e+02,9.631e+04,9.951e+04
32.8,5.241e+03,6.159e+02,1.254e+05,1.312e+05
34.4,1.536e+04,8.206e+02,1.670e+05,1.832e+05
35.9,4.407e+04,1.357e+03,2.061e+05,2.516e+05
37.5,8.063e+04,1.563e+03,1.977e+05,2.798e+05
39.1,1.009e+05,1.312e+03,1.309e+05,2.331e+05
40.6,1.098e+05,1.157e+03,6.923e+04,1.802e+05
42.2,1.149e+05,1.052e+03,4.295e+04,1.589e+05
43.7,1.132e+05,1.023e+03,4.620e+04,1.605e+05
45.3,1.031e+05,1.052e+03,6.384e+04,1.680e+05
46.9,1.010e+05,1.348e+03,7.787e+04,1.802e+05
48.4,1.206e+05,1.845e+03,1.096e+05,2.320e+05
50.0,2.056e+05,3.018e+03,2.466e+05,4.552e+05
51.6,2.781e+05,4.519e+03,4.078e+05,6.904e+05
53.1,2.406e+05,4.874e+03,4.076e+05,6.530e+05
54.7,1.757e+05,3.731e+03,3.196e+05,4.991e+05
56.2,1.258e+05,1.991e+03,2.353e+05,3.631e+05
57.8,9.897e+04,1.290e+03,1.873e+05,2.875e+05
59.4,7.910e+04,1.198e+03,1.545e+05,2.348e+05
60.9,6.540e+04,1.518e+03,1.287e+05,1.956e+05
62.5,5.668e+04,1.825e+03,1.167e+05,1.752e+05
64.1,4.878e+04,1.822e+03,1.074e+05,1.580e+05
65.6,4.141e+04,1.937e+03,9.385e+04,1.372e+05
67.2,3.695e+04,1.846e+03,8.438e+04,1.232e+05
68.7,3.446e+04,1.789e+03,7.825e+04,1.145e+05
70.3,3.289e+04,2.002e+03,7.100e+04,1.059e+05
71.9,3.141e+04,2.844e+03,6.463e+04,9.888e+04
73.4,2.906e+04,3.271e+03,6.290e+04,9.523e+04
75.0,2.636e+04,3.324e+03,6.510e+04,9.479e+04
76.6,2.406e+04,3.224e+03,6.687e+04,9.415e+04
78.1,2.208e+04,2.988e+03,6.659e+04,9.166e+04
79.7,2.019e+04,2.875e+03,6.530e+04,8.837e+04
81.2,1.871e+04,3.098e+03,6.443e+04,8.624e+04
82.8,1.710e+04,3.347e+03,6.496e+04,8.541e+04
84.4,1.579e+04,3.439e+03,6.653e+04,8.575e+04
85.9,1.417e+04,3.749e+03,6.635e+04,8.426e+04
87.5,1.157e+04,3.621e+03,6.445e+04,7.965e+04
89.1,9.141e+03,3.178e+03,6.254e+04,7.486e+04
90.6,7.002e+03,2.605e+03,6.172e+04,7.133e+04
92.2,5.616e+03,2.078e+03,6.161e+04,6.931e+04
93.7,4.570e+03,1.764e+03,6.147e+04,6.780e+04
95.3,3.411e+03,1.480e+03,5.965e+04,6.455e+04
96.9,2.412e+03,1.304e+03,5.708e+04,6.080e+04
98.4,1.976e+03,1.825e+03,5.452e+04,5.832e+04
100.0,1.467e+03,1.929e+03,5.414e+04,5.753e+04
101.6,1.092e+03,1.692e+03,5.535e+04,5.814e+04
103.1,1.185e+03,1.889e+03,5.797e+04,6.105e+04
104.7,1.477e+03,2.326e+03,6.040e+04,6.420e+04
106.2,1.696e+03,2.767e+03,5.925e+04,6.371e+04
107.8,1.662e+03,2.786e+03,5.947e+04,6.392e+04
109.4,1.576e+03,2.398e+03,6.162e+04,6.559e+04
110.9,2.195e+03,1.993e+03,6.614e+04,7.033e+04
